"Google Inc.","GOOG",518.73,510.75,511.00,"N/A - N/A","-",520.50,520.50,100,2619010,517.21,517.21,400,135.977,+7.73,"+7.73 - +1.51%",-18.623,-18.623,-86.10,+15.93,"+1.51%","N/A - +1.51%","+7.73",-,"USD",519.90,504.20,"504.20 - 519.90","N/A - N/A","- - +1.51%","N/A - N/A","N/A",0.00,N/A,19.085,18.582B,0.00,0.00,0.00,"N/A",537.353,   568,969,000,-,-,"- - -","N/A - N/A",N/A,-,N/A,"5/9/2014",518.73,"N/A - <b>518.73</b>",200,"4:00pm","May  9 - <b>518.73</b>",-,349.9B,N/A,"npmiIed","Google Inc.","-",N/A,510.75,"N/A",N/A,26.77,N/A,-3.47%,-3.47%,-14.24%,+3.17%,511.00,3.76,N/A,N/A,-,5.53,62.294B,-,   674,493,000,1.10,"NasdaqNM","GOOG","&nbsp;+-====&nbsp;",-,537.353,2432783,604.83,502.80,"502.80 - 604.83"
"Apple Inc.","AAPL",585.5425,584.61,587.99,"N/A - N/A","-",585.80,585.80,200,9911640,585.50,585.50,100,139.46,-2.4475,"-2.4475 - -0.42%",+34.8075,+46.1315,-18.8675,+196.6725,"-0.42%","N/A - -0.42%","-2.4475",-,"USD",586.25,580.33,"580.33 - 586.25","N/A - N/A","- - -0.42%","N/A - N/A","May 15",12.44,2.12,41.727,57.795B,44.09,9.30,47.81,"May  8",550.735,   860,261,000,-,-,"- - -","N/A - N/A",N/A,-,N/A,"5/9/2014",585.5425,"N/A - <b>585.5425</b>",100,"4:00pm","May  9 - <b>585.5425</b>",-,504.4B,N/A,"cnsprmiIed","Apple Inc.","-",626.93,584.61,"N/A",0.89,14.09,N/A,+6.32%,+8.55%,-3.12%,+50.58%,587.99,4.22,13.34,12.30,-,2.88,176.0B,-,   861,380,000,2.30,"NasdaqNM","AAPL","&nbsp;=-====&nbsp;",-,539.411,10414214,604.41,388.87,"388.87 - 604.41"
