"Name","Position","Zips","Fans","Steamer","Oliver","Rotochamp","Average","Total",,,,,,
"Taylor Featherston","Hitter",0,0,55.5,318,0,186.75,2,,,,,,
"Lee Haydel","Hitter",0,0,68.5,305,0,186.75,2,,,,,,
"Matt Wessinger","Hitter",0,0,52.5,321,0,186.75,2,,,,,,
"Sean Doolittle","Pitcher",210,187,142,0,208,186.75,4,,,,,,
"Shawn O'Malley","Hitter",229.5,0,63,267.5,0,186.67,3,,,,,,
"Chris Dwyer","Pitcher",210,0,93,257,0,186.67,3,,,,,,
"Charlie Cutler","Hitter",218.5,0,79,262,0,186.5,3,,,,,,
"Riccio Torrez","Hitter",0,0,53,320,0,186.5,2,,,,,,
"Juan Carlos Linares","Hitter",0,0,84.5,288.5,0,186.5,2,,,,,,
"Bo Greenwell","Hitter",0,0,67,306,0,186.5,2,,,,,,
"Jonathan Diaz","Hitter",0,0,63,310,0,186.5,2,,,,,,
"Kevin Medrano","Hitter",0,0,56.5,316.5,0,186.5,2,,,,,,
"Nick Liles","Hitter",0,0,72.5,300.5,0,186.5,2,,,,,,
"Scott Savastano","Hitter",0,0,67.5,305.5,0,186.5,2,,,,,,
"Cutter Dykstra","Hitter",0,0,56.5,316.5,0,186.5,2,,,,,,
"Deven Marrero","Hitter",0,0,52.5,320.5,0,186.5,2,,,,,,
"Matt Young","Hitter",315.5,0,41.5,202,0,186.33,3,,,,,,
"Pedro Zapata","Hitter",0,0,57,315.5,0,186.25,2,,,,,,
"Travis Jankowski","Hitter",0,0,53.5,319,0,186.25,2,,,,,,
"Todd Glaesmann","Hitter",0,0,56,316.5,0,186.25,2,,,,,,
"Walter Ibarra","Hitter",0,0,70.5,302,0,186.25,2,,,,,,
"Roberto Perez","Hitter",0,0,59,313.5,0,186.25,2,,,,,,
"Matt Helm","Hitter",0,0,49.5,323,0,186.25,2,,,,,,
"Adam Melker","Hitter",0,0,68.5,303.5,0,186,2,,,,,,
"Scott Podsednik","Hitter",187,0,77,294,0,186,3,,,,,,
"Maikel Franco","Hitter",0,0,61,311,0,186,2,,,,,,
"Brent Clevlen","Hitter",228,0,66.5,263.5,0,186,3,,,,,,
"Javier Herrera","Hitter",0,0,0,186,0,186,1,,,,,,
"Andrew Leenhouts","Pitcher",0,0,0,186,0,186,1,,,,,,
"Joel Peralta","Pitcher",169,0,174,205,196,186,4,,,,,,
"Dylan Floro","Pitcher",0,0,0,186,0,186,1,,,,,,
"Tim Corcoran","Pitcher",186,0,0,0,0,186,1,,,,,,
"Matt Barnes","Pitcher",0,0,131,241,0,186,2,,,,,,
"David Chester","Hitter",0,0,61.5,310,0,185.75,2,,,,,,
"Paul Hoilman","Hitter",0,0,44,327.5,0,185.75,2,,,,,,
"Lane Adams","Hitter",0,0,59.5,312,0,185.75,2,,,,,,
"Nick Ramirez","Hitter",0,0,46,325.5,0,185.75,2,,,,,,
"Chad Tracy","Hitter",126.5,0,126,366,124.5,185.75,4,,,,,,
"Bryan Holaday","Hitter",197.5,0,65.5,294,0,185.67,3,,,,,,
"Enny Romero","Pitcher",221,0,98,238,0,185.67,3,,,,,,
"Kelvin De La Cruz","Pitcher",223,0,110,224,0,185.67,3,,,,,,
"Jimmy Rider","Hitter",0,0,0,185.5,0,185.5,1,,,,,,
"Brock Stassi","Hitter",0,0,63,308,0,185.5,2,,,,,,
"Adonis Garcia","Hitter",0,0,78,293,0,185.5,2,,,,,,
"Robert Lara","Hitter",0,0,68.5,302.5,0,185.5,2,,,,,,
"Wilfredo Boscan","Pitcher",192,0,103,261,0,185.33,3,,,,,,
"Livan Hernandez","Pitcher",0,0,114,293,149,185.33,3,,,,,,
"Tom Layne","Pitcher",211,0,81,264,0,185.33,3,,,,,,
"James Cesario","Hitter",0,0,75.5,295,0,185.25,2,,,,,,
"Carlos Moncrief","Hitter",0,0,52.5,318,0,185.25,2,,,,,,
"Levi Michael","Hitter",0,0,57.5,313,0,185.25,2,,,,,,
"Chad Carman","Hitter",0,0,0,185,0,185,1,,,,,,
"Torsten Boss","Hitter",0,0,59,311,0,185,2,,,,,,
"Andruw Jones","Hitter",212,0,75,268,0,185,3,,,,,,
"Tim Bascom","Pitcher",0,0,89,281,0,185,2,,,,,,
"Justin Marks","Pitcher",0,0,101,269,0,185,2,,,,,,
"Paul Demny","Pitcher",0,0,103,267,0,185,2,,,,,,
"Michael Blazek","Pitcher",204,0,112,239,0,185,3,,,,,,
"Kyler Burke","Pitcher",0,0,0,185,0,185,1,,,,,,
"Jhonatan Solano","Hitter",194,0,70.5,290,0,184.83,3,,,,,,
"Glynn Davis","Hitter",0,0,56.5,313,0,184.75,2,,,,,,
"Dustin Garneau","Hitter",0,0,66.5,303,0,184.75,2,,,,,,
"Nick Longmire","Hitter",0,0,51.5,318,0,184.75,2,,,,,,
"Chris Cowell","Hitter",0,0,0,184.5,0,184.5,1,,,,,,
"Kody Eaves","Hitter",0,0,0,184.5,0,184.5,1,,,,,,
"Francisco Cervelli","Hitter",213,199,112.5,288.5,109.5,184.5,5,,,,,,
"Matthew Snyder","Hitter",0,0,58,311,0,184.5,2,,,,,,
"Stryker Trahan","Hitter",0,0,0,184.5,0,184.5,1,,,,,,
"Paul Janish","Hitter",240.5,0,68,292.5,137,184.5,4,,,,,,
"Janluis Castro","Hitter",0,0,0,184.5,0,184.5,1,,,,,,
"Luis Martinez","Hitter",202.5,0,69.5,281.5,0,184.5,3,,,,,,
"Brad Brach","Pitcher",216,0,134,221,167,184.5,4,,,,,,
"Deck Mcguire","Pitcher",0,0,94,275,0,184.5,2,,,,,,
"Giovanni Soto","Pitcher",208,0,102,243,0,184.33,3,,,,,,
"Ruben Gotay","Hitter",303,0,65.5,0,0,184.25,2,,,,,,
"Aaron Altherr","Hitter",0,0,52.5,316,0,184.25,2,,,,,,
"George Kottaras","Hitter",169.5,194.5,108,265,0,184.25,4,,,,,,
"Chris Bisson","Hitter",0,0,52.5,316,0,184.25,2,,,,,,
"Wilton Lopez","Pitcher",176,0,217,170,174,184.25,4,,,,,,
"Brian Barden","Hitter",138.5,0,78,335.5,0,184,3,,,,,,
"Sam Bates","Hitter",0,0,0,184,0,184,1,,,,,,
"Derrick Chung","Hitter",0,0,0,184,0,184,1,,,,,,
"Eric Wood","Hitter",0,0,0,184,0,184,1,,,,,,
"Pat Burrell","Hitter",0,0,74,294,0,184,2,,,,,,
"Logan Darnell","Pitcher",0,0,84,284,0,184,2,,,,,,
"Brandon Hynick","Pitcher",207,0,89,256,0,184,3,,,,,,
"Daniel Renken","Pitcher",0,0,99,269,0,184,2,,,,,,
"Murphy Smith","Pitcher",0,0,87,281,0,184,2,,,,,,
"Willy Taveras","Hitter",200.5,0,68,283,0,183.83,3,,,,,,
"Preston Beck","Hitter",0,0,51.5,316,0,183.75,2,,,,,,
"Jeff Holm","Hitter",0,0,67,300.5,0,183.75,2,,,,,,
"Daniel Black","Hitter",0,0,66,301.5,0,183.75,2,,,,,,
"Mike Garza","Hitter",0,0,51.5,316,0,183.75,2,,,,,,
"Michael Ohlman","Hitter",0,0,54,313.5,0,183.75,2,,,,,,
"Chris Gimenez","Hitter",210,0,68.5,272.5,0,183.67,3,,,,,,
"Jeff Malm","Hitter",0,0,53.5,313.5,0,183.5,2,,,,,,
"Robert Crocker","Hitter",0,0,51,316,0,183.5,2,,,,,,
"Cody Stanley","Hitter",0,0,59,308,0,183.5,2,,,,,,
"Gustavo Nunez","Hitter",231,0,68.5,251,0,183.5,3,,,,,,
"Brayan Villarreal","Pitcher",221,0,110,214,189,183.5,4,,,,,,
"Brian Bixler","Hitter",220,0,66,264,0,183.33,3,,,,,,
"Ryan Court","Hitter",0,0,48,318.5,0,183.25,2,,,,,,
"Kiel Roling","Hitter",0,0,75.5,291,0,183.25,2,,,,,,
"Jose Lobaton","Hitter",174.5,0,98,292.5,168,183.25,4,,,,,,
"Audy Ciriaco","Hitter",297.5,0,69,0,0,183.25,2,,,,,,
"Nick Van Stratten","Hitter",0,0,72.5,294,0,183.25,2,,,,,,
"Richard Shaffer","Hitter",0,0,45.5,320.5,0,183,2,,,,,,
"Stetson Allie","Hitter",0,0,0,183,0,183,1,,,,,,
"Bubba Starling","Hitter",0,0,154,212,0,183,2,,,,,,
"Murray Watts","Hitter",0,0,52.5,313.5,0,183,2,,,,,,
"Richard Lucas","Hitter",0,0,49.5,316.5,0,183,2,,,,,,
"Adam Wilk","Pitcher",293,0,73,0,0,183,2,,,,,,
"Anthony Meo","Pitcher",0,0,102,264,0,183,2,,,,,,
"Jonathan Goncalves","Hitter",0,0,58.5,307,0,182.75,2,,,,,,
"Francisco Soriano","Hitter",0,0,56,309.5,0,182.75,2,,,,,,
"Matt Kata","Hitter",297,0,68.5,0,0,182.75,2,,,,,,
"Lance Zawadzki","Hitter",220,0,62,266,0,182.67,3,,,,,,
"Rafael Montero","Pitcher",219,0,113,216,0,182.67,3,,,,,,
"Greg Reynolds","Pitcher",200,0,94,254,0,182.67,3,,,,,,
"Yoenny Gonzalez","Hitter",0,0,0,182.5,0,182.5,1,,,,,,
"Christopher Duffy","Hitter",0,0,61.5,303.5,0,182.5,2,,,,,,
"Brandon Hicks","Hitter",291,0,62.5,293.5,83,182.5,4,,,,,,
"Christopher Ellison","Hitter",0,0,55,310,0,182.5,2,,,,,,
"Frank Garces","Pitcher",0,0,102,263,0,182.5,2,,,,,,
"Bruce Billings","Pitcher",0,0,81,284,0,182.5,2,,,,,,
"Jorge Reyes","Pitcher",0,0,96,269,0,182.5,2,,,,,,
"Scott Barnes","Pitcher",206,0,88,253,0,182.33,3,,,,,,
"Dan Brewer","Hitter",0,0,71,293.5,0,182.25,2,,,,,,
"Cameron Rupp","Hitter",0,0,56,308.5,0,182.25,2,,,,,,
"Aaron Rowand","Hitter",0,0,70,294.5,0,182.25,2,,,,,,
"Anthony Garcia","Hitter",0,0,57.5,307,0,182.25,2,,,,,,
"Stephen Hunt","Hitter",0,0,68,296.5,0,182.25,2,,,,,,
"Raywilly Gomez","Hitter",0,0,62.5,302,0,182.25,2,,,,,,
"Emmanuel Burriss","Hitter",227,0,68.5,294,139,182.13,4,,,,,,
"Alex Monsalve","Hitter",0,0,56.5,307.5,0,182,2,,,,,,
"Wyatt Mathisen","Hitter",0,0,0,182,0,182,1,,,,,,
"Juan Silverio","Hitter",0,0,56.5,307.5,0,182,2,,,,,,
"James Rice","Hitter",0,0,56.5,307.5,0,182,2,,,,,,
"David Bergin","Hitter",0,0,0,182,0,182,1,,,,,,
"Lewis Brinson","Hitter",0,0,166,198,0,182,2,,,,,,
"Alberto Cabrera","Pitcher",213,0,87,246,0,182,3,,,,,,
"Josh Rodriguez","Hitter",297.5,0,66,0,0,181.75,2,,,,,,
"Sam Mende","Hitter",0,0,58,305.5,0,181.75,2,,,,,,
"Ray Chang","Hitter",0,0,67.5,296,0,181.75,2,,,,,,
"Jake Hager","Hitter",0,0,58.5,305,0,181.75,2,,,,,,
"Michael Gonzales","Hitter",0,0,56.5,307,0,181.75,2,,,,,,
"Charlie Morton","Pitcher",225,0,111,267,124,181.75,4,,,,,,
"Carter Capps","Pitcher",196,204,160,162,186,181.6,5,,,,,,
"Pin-Chieh Chen","Hitter",0,0,58.5,304.5,0,181.5,2,,,,,,
"Hershcel Powell","Hitter",0,0,0,181.5,0,181.5,1,,,,,,
"Xorge Carrillo","Hitter",0,0,0,181.5,0,181.5,1,,,,,,
"Brian Harrison","Hitter",0,0,55.5,307.5,0,181.5,2,,,,,,
"Jesus Abreu","Hitter",0,0,0,181.5,0,181.5,1,,,,,,
"Christopher Serritella","Hitter",0,0,57,306,0,181.5,2,,,,,,
"Kyle Newton","Hitter",0,0,0,181.5,0,181.5,1,,,,,,
"Kristopher Richards","Hitter",0,0,0,181.5,0,181.5,1,,,,,,
"Leonardo Hernandez","Hitter",0,0,0,181.5,0,181.5,1,,,,,,
"Erik Davis","Pitcher",186,0,125,233,0,181.33,3,,,,,,
"Andy Workman","Hitter",0,0,60,302.5,0,181.25,2,,,,,,
"Ryan Brett","Hitter",0,0,59,303.5,0,181.25,2,,,,,,
"Tyler Massey","Hitter",0,0,56,306.5,0,181.25,2,,,,,,
"Tyler Tewell","Hitter",0,0,0,181,0,181,1,,,,,,
"Nick Rickles","Hitter",0,0,50.5,311.5,0,181,2,,,,,,
"Rashun Dixon","Hitter",0,0,49.5,312.5,0,181,2,,,,,,
"Andy Simunic","Hitter",0,0,66,296,0,181,2,,,,,,
"Matt Tolbert","Hitter",218,0,67,258,0,181,3,,,,,,
"Jim Thome","Hitter",176,0,87,220.5,240.5,181,4,,,,,,
"J.C. Sulbaran","Pitcher",0,0,102,260,0,181,2,,,,,,
"Kevin Kiermaier","Hitter",0,0,65,296.5,0,180.75,2,,,,,,
"Kameron Loe","Pitcher",173,0,185,206,159,180.75,4,,,,,,
"Matt Johnson","Hitter",0,0,0,180.5,0,180.5,1,,,,,,
"Joe De Pinto","Hitter",0,0,54.5,306.5,0,180.5,2,,,,,,
"Angel Ortega","Hitter",0,0,0,180.5,0,180.5,1,,,,,,
"Darnell McDonald","Hitter",205.5,0,74.5,261.5,0,180.5,3,,,,,,
"David Herbek","Hitter",0,0,54,307,0,180.5,2,,,,,,
"Elvys Gonzalez","Hitter",0,0,63,298,0,180.5,2,,,,,,
"Mel Rojas Jr.","Hitter",0,0,57.5,303.5,0,180.5,2,,,,,,
"Jordan Walden","Pitcher",172,205,173,153,199,180.4,5,,,,,,
"Brad Davis","Hitter",207.5,0,64,269.5,0,180.33,3,,,,,,
"Harold Riggins","Hitter",0,0,58.5,302,0,180.25,2,,,,,,
"Jamodrick Mcgruder","Hitter",0,0,48,312.5,0,180.25,2,,,,,,
"Travis Adair","Hitter",0,0,68.5,292,0,180.25,2,,,,,,
"Trent Mummey","Hitter",0,0,62.5,298,0,180.25,2,,,,,,
"Laynce Nix","Hitter",171,0,139.5,269.5,140.5,180.13,4,,,,,,
"Alex Buchholz","Hitter",0,0,71.5,288.5,0,180,2,,,,,,
"Edgar Duran","Hitter",0,0,56,304,0,180,2,,,,,,
"William Russell","Hitter",0,0,0,180,0,180,1,,,,,,
"Jose Osuna","Hitter",0,0,62,298,0,180,2,,,,,,
"Gregory Peavey","Pitcher",0,0,89,271,0,180,2,,,,,,
"Jay Jackson","Pitcher",0,0,100,260,0,180,2,,,,,,
"Alex Wilson","Pitcher",201,0,114,225,0,180,3,,,,,,
"Mitchell Boggs","Pitcher",175,0,162,192,191,180,4,,,,,,
"Craig Westcott","Pitcher",0,0,81,279,0,180,2,,,,,,
"Gary Moran","Pitcher",0,0,97,263,0,180,2,,,,,,
"Casey Blake","Hitter",0,0,69,290.5,0,179.75,2,,,,,,
"Tommy Manzella","Hitter",240,0,55.5,243,0,179.5,3,,,,,,
"Josh Dunn","Hitter",0,0,0,179.5,0,179.5,1,,,,,,
"Jorge Bonifacio","Hitter",0,0,58,301,0,179.5,2,,,,,,
"Jesse Bosnik","Hitter",0,0,55,304,0,179.5,2,,,,,,
"Sandy Martinez","Hitter",0,0,0,179.5,0,179.5,1,,,,,,
"Alexander Burg","Hitter",0,0,64,295,0,179.5,2,,,,,,
"Michael Antonini","Pitcher",0,0,101,258,0,179.5,2,,,,,,
"Matt Packer","Pitcher",0,0,98,261,0,179.5,2,,,,,,
"Jarrett Grube","Pitcher",0,0,97,262,0,179.5,2,,,,,,
"Brad Boxberger","Pitcher",202,0,105,231,0,179.33,3,,,,,,
"Jeimer Candelario","Hitter",0,0,52,306.5,0,179.25,2,,,,,,
"Jesse Wierzbicki","Hitter",0,0,56.5,302,0,179.25,2,,,,,,
"Shane Robinson","Hitter",211.5,0,155.5,259.5,90.5,179.25,4,,,,,,
"Beau Taylor","Hitter",0,0,66.5,292,0,179.25,2,,,,,,
"Steven Liddle","Hitter",0,0,58,300.5,0,179.25,2,,,,,,
"Junichi Tazawa","Pitcher",216,0,128,202,171,179.25,4,,,,,,
"Justin Miller","Hitter",0,0,51.5,306.5,0,179,2,,,,,,
"Devin Harris","Hitter",0,0,62.5,295.5,0,179,2,,,,,,
"Henry Ramos","Hitter",0,0,54.5,303.5,0,179,2,,,,,,
"Chris Wallace","Hitter",0,0,65.5,292.5,0,179,2,,,,,,
"Arismendy Alcantara","Hitter",0,0,63.5,294,0,178.75,2,,,,,,
"Mike Zuanich","Hitter",0,0,84,273.5,0,178.75,2,,,,,,
"Cody Johnson","Hitter",0,0,74.5,283,0,178.75,2,,,,,,
"Brandon Maurer","Pitcher",213,0,107,216,0,178.67,3,,,,,,
"Ali Solis","Hitter",184,0,64,287.5,0,178.5,3,,,,,,
"Joseph Rapp","Hitter",0,0,49.5,307.5,0,178.5,2,,,,,,
"Trevor Story","Hitter",0,0,56.5,300.5,0,178.5,2,,,,,,
"Alexi Colon","Hitter",0,0,0,178.5,0,178.5,1,,,,,,
"Bryson Smith","Hitter",0,0,79.5,277.5,0,178.5,2,,,,,,
"Nick Akins","Hitter",0,0,56,301,0,178.5,2,,,,,,
"Dennis Raben","Hitter",0,0,59,298,0,178.5,2,,,,,,
"Taylor Wrenn","Hitter",0,0,0,178.5,0,178.5,1,,,,,,
"Austin Chubb","Hitter",0,0,0,178.5,0,178.5,1,,,,,,
"Cory Riordan","Pitcher",0,0,103,254,0,178.5,2,,,,,,
"Cody Martin","Pitcher",0,0,121,236,0,178.5,2,,,,,,
"Chadwick Bell","Pitcher",0,0,98,259,0,178.5,2,,,,,,
"Yunesky Maya","Pitcher",167,0,90,278,0,178.33,3,,,,,,
"Chris Withrow","Pitcher",193,0,115,227,0,178.33,3,,,,,,
"J.D. Martin","Pitcher",201,0,98,236,0,178.33,3,,,,,,
"Ronald Bermudez","Hitter",0,0,70,286.5,0,178.25,2,,,,,,
"Daniel Carroll","Hitter",0,0,64.5,292,0,178.25,2,,,,,,
"Anthony Recker","Hitter",255,0,73,305.5,79,178.13,4,,,,,,
"Rick Ankiel","Hitter",192.5,0,139.5,274.5,105.5,178,4,,,,,,
"Tommy Richards","Hitter",0,0,0,178,0,178,1,,,,,,
"Eliezer Alfonzo","Hitter",140.5,0,85.5,308,0,178,3,,,,,,
"Shaun Valeriote","Hitter",0,0,0,178,0,178,1,,,,,,
"Gus Schlosser","Pitcher",0,0,111,245,0,178,2,,,,,,
"Tim Smalling","Hitter",0,0,66,289.5,0,177.75,2,,,,,,
"Theodis Bowe","Hitter",0,0,59,296.5,0,177.75,2,,,,,,
"Jake Tanis","Hitter",0,0,45,310.5,0,177.75,2,,,,,,
"Nick Delguidice","Hitter",0,0,57,298.5,0,177.75,2,,,,,,
"Josh Parr","Hitter",0,0,49.5,306,0,177.75,2,,,,,,
"Darrell Ceciliani","Hitter",0,0,58,297,0,177.5,2,,,,,,
"David Kandilas","Hitter",0,0,57.5,297.5,0,177.5,2,,,,,,
"Joe Andrade","Hitter",0,0,0,177.5,0,177.5,1,,,,,,
"Pratt Maynard","Hitter",0,0,55.5,299.5,0,177.5,2,,,,,,
"Luis Mateo","Hitter",0,0,53,302,0,177.5,2,,,,,,
"Chuck Taylor","Hitter",0,0,0,177.5,0,177.5,1,,,,,,
"Fernando Rodriguez","Pitcher",202,0,127,211,170,177.5,4,,,,,,
"Ollie Linton","Hitter",200.5,0,72,259.5,0,177.33,3,,,,,,
"Steven Wright","Pitcher",202,0,92,238,0,177.33,3,,,,,,
"Matt Reynolds","Hitter",0,0,54.5,300,0,177.25,2,,,,,,
"Tyler Rahmatulla","Hitter",0,0,56,298.5,0,177.25,2,,,,,,
"Zachary Borenstein","Hitter",0,0,59.5,295,0,177.25,2,,,,,,
"Al Alburquerque","Pitcher",105,270,203,106,202,177.2,5,,,,,,
"Keaton Briscoe","Hitter",0,0,0,177,0,177,1,,,,,,
"Tyler Townsend","Hitter",0,0,73.5,280.5,0,177,2,,,,,,
"Kevin Rivers","Hitter",0,0,56,298,0,177,2,,,,,,
"Connor Powers","Hitter",0,0,53,301,0,177,2,,,,,,
"Casey Selsor","Pitcher",0,0,0,177,0,177,1,,,,,,
"Pat Light","Pitcher",0,0,0,177,0,177,1,,,,,,
"Michael Goodnight","Pitcher",0,0,86,268,0,177,2,,,,,,
"Robert Gilliam","Pitcher",0,0,99,255,0,177,2,,,,,,
"Dan Houston","Pitcher",0,0,87,267,0,177,2,,,,,,
"Jordan Schafer","Hitter",258.5,139,64,328.5,94.5,176.9,5,,,,,,
"Alberto Gonzalez","Hitter",142,0,111.5,277,0,176.83,3,,,,,,
"Ramon Morla","Hitter",0,0,50,303.5,0,176.75,2,,,,,,
"Teodoro Martinez","Hitter",0,0,65,288.5,0,176.75,2,,,,,,
"Donn Roach","Pitcher",239,0,99,192,0,176.67,3,,,,,,
"Kyle Phillips","Hitter",0,0,68.5,284.5,0,176.5,2,,,,,,
"Mallex Smith","Hitter",0,0,0,176.5,0,176.5,1,,,,,,
"Eliezer Mesa","Hitter",0,0,63,290,0,176.5,2,,,,,,
"Jason Wheeler","Pitcher",0,0,87,266,0,176.5,2,,,,,,
"Greg Smith","Pitcher",185,0,90,254,0,176.33,3,,,,,,
"Jesus Arredondo","Hitter",0,0,54,298.5,0,176.25,2,,,,,,
"Geulin Beltre","Hitter",0,0,58,294.5,0,176.25,2,,,,,,
"Ryan Dunn","Hitter",0,0,53.5,299,0,176.25,2,,,,,,
"Adam Bryant","Hitter",0,0,51.5,301,0,176.25,2,,,,,,
"Fernando Salas","Pitcher",190,0,155,191,169,176.25,4,,,,,,
"Brandon Meredith","Hitter",0,0,55.5,296.5,0,176,2,,,,,,
"Justin Trapp","Hitter",0,0,55,297,0,176,2,,,,,,
"Endy Chavez","Hitter",159,0,72,297,0,176,3,,,,,,
"Corey Smith","Hitter",283,0,69,0,0,176,2,,,,,,
"Garrett Buechele","Hitter",0,0,56.5,295.5,0,176,2,,,,,,
"Carlos Hernandez","Pitcher",0,0,93,259,0,176,2,,,,,,
"George Kontos","Pitcher",172,0,165,198,169,176,4,,,,,,
"Forrest Snow","Pitcher",0,0,69,283,0,176,2,,,,,,
"Joshua Turley","Pitcher",0,0,0,176,0,176,1,,,,,,
"Dae-Eun Rhee","Pitcher",0,0,89,263,0,176,2,,,,,,
"Jose Martinez","Hitter",0,0,41,310.5,0,175.75,2,,,,,,
"Gioskar Amaya","Hitter",0,0,67.5,284,0,175.75,2,,,,,,
"Jack Marder","Hitter",0,0,66,285.5,0,175.75,2,,,,,,
"Nick Baligod","Hitter",0,0,57.5,294,0,175.75,2,,,,,,
"Harold Martinez","Hitter",0,0,53.5,298,0,175.75,2,,,,,,
"Santiago Chirino","Hitter",0,0,61.5,290,0,175.75,2,,,,,,
"Juan Centeno","Hitter",203.5,0,67.5,256,0,175.67,3,,,,,,
"Eric Smith","Hitter",0,0,51.5,299.5,0,175.5,2,,,,,,
"Andrew Velazquez","Hitter",0,0,0,175.5,0,175.5,1,,,,,,
"Joey Meneses","Hitter",0,0,0,175.5,0,175.5,1,,,,,,
"Austin Kearns","Hitter",154,0,114,258.5,0,175.5,3,,,,,,
"Drew Turocy","Hitter",0,0,54,297,0,175.5,2,,,,,,
"Casey Lawrence","Pitcher",0,0,81,270,0,175.5,2,,,,,,
"Hisanori Takahashi","Pitcher",128,0,227,185,162,175.5,4,,,,,,
"Jason Berken","Pitcher",186,0,104,236,0,175.33,3,,,,,,
"Jeremy Rathjen","Hitter",0,0,50.5,300,0,175.25,2,,,,,,
"Robert Stock","Hitter",0,0,57.5,293,0,175.25,2,,,,,,
"David Rohm","Hitter",0,0,60,290.5,0,175.25,2,,,,,,
"Francisco Pena","Hitter",0,0,64,286.5,0,175.25,2,,,,,,
"Jesus Galindo","Hitter",0,0,56.5,294,0,175.25,2,,,,,,
"Raul Fortunato","Hitter",0,0,51.5,299,0,175.25,2,,,,,,
"Miguel Tejada","Hitter",144.5,0,73,308,0,175.17,3,,,,,,
"Jacob Wilson","Hitter",0,0,49,301,0,175,2,,,,,,
"Alberto Robles","Hitter",0,0,61,289,0,175,2,,,,,,
"Rene Rivera","Hitter",179,0,65.5,280.5,0,175,3,,,,,,
"Chris Gutierrez","Hitter",288.5,0,61.5,0,0,175,2,,,,,,
"Matt Fields","Hitter",0,0,65.5,284.5,0,175,2,,,,,,
"Danny Winkler","Pitcher",0,0,93,257,0,175,2,,,,,,
"Brandon Cumpton","Pitcher",0,0,98,252,0,175,2,,,,,,
"Matthew Heidenreich","Pitcher",0,0,90,260,0,175,2,,,,,,
"Elieser Bonne","Hitter",0,0,58,291.5,0,174.75,2,,,,,,
"Russ Adams","Hitter",0,0,73.5,276,0,174.75,2,,,,,,
"Zach Zaneski","Hitter",0,0,73.5,276,0,174.75,2,,,,,,
"Anthony Giansanti","Hitter",0,0,59,290.5,0,174.75,2,,,,,,
"Ian Parmley","Hitter",0,0,47.5,302,0,174.75,2,,,,,,
"Louis Coleman","Pitcher",208,0,99,205,187,174.75,4,,,,,,
"Donnie Murphy","Hitter",190,0,73.5,260.5,0,174.67,3,,,,,,
"Billy Buckner","Pitcher",220,0,57,247,0,174.67,3,,,,,,
"Matt Lawson","Hitter",0,0,74.5,274.5,0,174.5,2,,,,,,
"Bill Hall","Hitter",204,0,61.5,258,0,174.5,3,,,,,,
"Chris Taylor","Hitter",0,0,57,292,0,174.5,2,,,,,,
"Rougned Odor","Hitter",0,0,59,290,0,174.5,2,,,,,,
"Charles Epperson","Hitter",0,0,0,174.5,0,174.5,1,,,,,,
"Austin Schotts","Hitter",0,0,0,174.5,0,174.5,1,,,,,,
"Don Kelly","Hitter",199.5,0,71,252.5,0,174.33,3,,,,,,
"Yordano Ventura","Pitcher",210,0,116,197,0,174.33,3,,,,,,
"Ryan Pineda","Hitter",0,0,53.5,295,0,174.25,2,,,,,,
"Parker Morin","Hitter",0,0,45,303.5,0,174.25,2,,,,,,
"Matthew Lipka","Hitter",0,0,59,289.5,0,174.25,2,,,,,,
"William Beckwith","Hitter",0,0,58.5,290,0,174.25,2,,,,,,
"Delvi Cid","Hitter",0,0,57,291.5,0,174.25,2,,,,,,
"Garrett Wittels","Hitter",0,0,66,282,0,174,2,,,,,,
"Jin-De Jhang","Hitter",0,0,0,174,0,174,1,,,,,,
"Mark Melancon","Pitcher",158,0,164,183,191,174,4,,,,,,
"Antonio Bastardo","Pitcher",183,176,116,180,215,174,5,,,,,,
"Austin Wright","Pitcher",0,0,108,240,0,174,2,,,,,,
"William Skinner","Hitter",0,0,51.5,296,0,173.75,2,,,,,,
"Johnny Hellweg","Pitcher",209,0,78,234,0,173.67,3,,,,,,
"Phil Coke","Pitcher",165,215,141,192,155,173.6,5,,,,,,
"Mark Kotsay","Hitter",134.5,0,117,263,179.5,173.5,4,,,,,,
"Gabriel Guerrero","Hitter",0,0,54,293,0,173.5,2,,,,,,
"Scott Wingo","Hitter",0,0,57.5,289.5,0,173.5,2,,,,,,
"Drew Martinez","Hitter",0,0,55,292,0,173.5,2,,,,,,
"Cameron Hobson","Pitcher",0,0,84,263,0,173.5,2,,,,,,
"Jose Fernandez","Pitcher",0,0,138,209,0,173.5,2,,,,,,
"Carlos Pimentel","Pitcher",0,0,112,235,0,173.5,2,,,,,,
"Boone Whiting","Pitcher",0,0,119,228,0,173.5,2,,,,,,
"Robert Maddox","Hitter",0,0,56,290.5,0,173.25,2,,,,,,
"Tyler Henson","Hitter",287,0,59.5,0,0,173.25,2,,,,,,
"Mike Adams","Pitcher",178,202,145,170,171,173.2,5,,,,,,
"Chance Ross","Hitter",0,0,0,173,0,173,1,,,,,,
"Kevin Patterson","Hitter",0,0,54,292,0,173,2,,,,,,
"Carter Bell","Hitter",0,0,61.5,284.5,0,173,2,,,,,,
"Ryan Fuller","Hitter",0,0,0,173,0,173,1,,,,,,
"Eduardo De Oleo","Hitter",0,0,0,173,0,173,1,,,,,,
