Name,Zips,Fans,Steamer,Oliver,Rotochamp,Average,Total
Kelvin De La Cruz,223,0,110,224,0,185.66666666666666,3
David Newmann,0,0,114,0,0,114.0,1
Les Walrond,0,0,84,0,0,84.0,1
Roman Colon,77,0,78,89,0,81.33333333333333,3
Christopher Jensen,0,0,86,220,0,153.0,2
Erick Carillo,0,0,91,0,0,91.0,1
Matt Sample,0,0,60,105,0,82.5,2
Chris Kissock,0,0,70,0,0,70.0,1
Greg Wilborn,0,0,103,0,0,103.0,1
Carlos Silva,0,0,116,0,0,116.0,1
Nate Newman,0,0,55,0,0,55.0,1
Michael Strong,0,0,66,156,0,111.0,2
Elmer Dessens,0,0,78,110,0,94.0,2
Ivor Hodgson,0,0,85,0,0,85.0,1
Ryne Lawson,0,0,60,0,0,60.0,1
Tyler Pill,0,0,98,230,0,164.0,2
Ricardo Ferrer,0,0,84,0,0,84.0,1
Jeremy Jeffress,131,0,84,181,0,132.0,3
Aaron Breit,0,0,58,0,0,58.0,1
Brian Dupra,0,0,85,155,0,120.0,2
Ricky Bowen,0,0,93,0,0,93.0,1
Magdiel Avendano,0,0,0,36,0,36.0,1
Preston Guilmet,124,0,81,135,0,113.33333333333333,3
Daniel Perkins,0,0,87,0,0,87.0,1
Ryan Bradley,0,0,86,188,0,137.0,2
Derek Cone,0,0,57,0,0,57.0,1
Luis Paulino,0,0,58,0,0,58.0,1
Steven Wright,202,0,92,238,0,177.33333333333334,3
Nick Barnese,0,0,95,193,0,144.0,2
Drew Permison,0,0,58,80,0,69.0,2
Nick Blackburn,206,0,83,291,94,168.5,4
Yender Caramo,0,0,80,118,0,99.0,2
Gaby Almonte,0,0,57,0,0,57.0,1
Johnny Hellweg,209,0,78,234,0,173.66666666666666,3
Guido Knudson,0,0,57,53,0,55.0,2
Manuel Carmona,0,0,57,86,0,71.5,2
Kevin Canelon,0,0,60,0,0,60.0,1
Kelvin Perez,0,0,66,182,0,124.0,2
Raul Fernandez,0,0,110,109,0,109.5,2
Larry Suarez,0,0,108,104,0,106.0,2
Kevin Eichhorn,0,0,83,168,0,125.5,2
Joe Bateman,0,0,55,0,0,55.0,1
John Pedrotty,0,0,90,154,0,122.0,2
Carlos Monasterios,0,0,100,0,0,100.0,1
Tyler Bremer,0,0,0,73,0,73.0,1
Yeuri Gonzalez,0,0,51,0,0,51.0,1
Kyle Bellamy,0,0,58,0,0,58.0,1
Matthew Wisler,0,0,128,170,0,149.0,2
Luis Niebla,0,0,0,82,0,82.0,1
Josh Schmidt,0,0,79,0,0,79.0,1
Corey Frerichs,0,0,61,0,0,61.0,1
Josh Geer,181,0,98,0,0,139.5,2
Theron Geith,0,0,75,0,0,75.0,1
Pat Egan,0,0,54,148,0,101.0,2
Brandon Kaye,0,0,57,0,0,57.0,1
Sean Bierman,0,0,87,0,0,87.0,1
Brian Smith,0,0,0,52,0,52.0,1
Moises Hernandez,0,0,60,0,0,60.0,1
Casey Weathers,0,0,63,80,0,71.5,2
Darwin Castillo,0,0,80,41,0,60.5,2
Hamilton Bennett,0,0,78,113,0,95.5,2
Jonathan Sanchez,262,0,119,292,0,224.33333333333334,3
Scott Mcgough,0,0,60,0,0,60.0,1
Seth Maness,0,0,108,311,0,209.5,2
Matthew Tenuta,0,0,64,0,0,64.0,1
Chien-Ming Wang,163,0,92,204,133,148.0,4
John Kukuruda,0,0,81,53,0,67.0,2
Eric Heckaman,0,0,55,85,0,70.0,2
Juan Noriega,0,0,58,98,0,78.0,2
Jacob Rasner,0,0,78,0,0,78.0,1
Branly Crisostomo,0,0,84,0,0,84.0,1
Drew Hutchison,253,0,128,253,45,169.75,4
Luis Ayala,150,0,114,152,130,136.5,4
Collin Balester,144,0,81,164,0,129.66666666666666,3
Eric Stolp,0,0,84,0,0,84.0,1
Zach McAllister,334,412,308,418,349,364.2,5
Justin Miller,151,0,58,113,0,107.33333333333333,3
Chris Cody,0,0,92,0,0,92.0,1
Dusty Odenbach,0,0,57,0,0,57.0,1
Jim Miller,160,0,85,175,93,128.25,4
Robert Fish,0,0,78,112,0,95.0,2
Brandon Gomes,179,0,87,192,148,151.5,4
David Holmberg,348,0,109,324,0,260.3333333333333,3
Felix Hernandez,642,671,582,737,630,652.4,5
Shelby Miller,369,401,248,360,324,340.4,5
Brad Peacock,278,0,259,359,0,298.6666666666667,3
Mark Cohoon,0,0,90,304,0,197.0,2
Jose Ceda,114,0,91,156,64,106.25,4
Carlos Rosa,0,0,87,0,0,87.0,1
Bruce Chen,313,347,257,395,359,334.2,5
Chad Paronto,0,0,76,0,0,76.0,1
Octavio Dotel,143,167,120,163,164,151.4,5
Cole Johnson,0,0,89,158,0,123.5,2
Franklin Noel,0,0,76,45,0,60.5,2
Randy Flores,0,0,78,0,0,78.0,1
Brad Brach,216,0,134,221,167,184.5,4
Austin Platt,0,0,82,45,0,63.5,2
Steven Jackson,0,0,75,0,0,75.0,1
Matt Guerrier,104,0,79,112,144,109.75,4
Rusty Shellhorn,0,0,93,0,0,93.0,1
Dan Runzler,119,0,91,142,0,117.33333333333333,3
Brian Peacock,0,0,86,0,0,86.0,1
Tyrelle Harris,0,0,60,136,0,98.0,2
James Gillheeney,0,0,104,320,0,212.0,2
Vinnie Pestano,192,0,194,195,191,193.0,4
Dominque Jean,0,0,55,0,0,55.0,1
Luis Nunez,0,0,0,50,0,50.0,1
Jeff Stevens,128,0,79,0,0,103.5,2
Darwin Frias,0,0,0,36,0,36.0,1
Kerry Wood,80,0,329,0,0,204.5,2
Russell Brewer,0,0,78,91,0,84.5,2
Scott Maine,159,0,85,164,0,136.0,3
Phillipp Klein,0,0,61,105,0,83.0,2
T.J. Mcfarland,268,0,87,329,0,228.0,3
Jarrett Miller,0,0,60,100,0,80.0,2
Tony Davis,0,0,58,0,0,58.0,1
Seth Lugo,0,0,0,85,0,85.0,1
Edgar Gonzalez,191,0,57,194,0,147.33333333333334,3
Fernando Abad,157,0,81,165,0,134.33333333333334,3
Pedro Vidal,0,0,73,100,0,86.5,2
Tyler Blandford,0,0,61,47,0,54.0,2
Mike O'Connor,0,0,82,0,0,82.0,1
Matt Moore,494,617,518,508,537,534.8,5
Justin Wright,0,0,79,167,0,123.0,2
Kyle Lohse,404,446,349,438,425,412.4,5
Allen Webster,293,0,118,293,0,234.66666666666666,3
Zach Herr,0,0,79,0,0,79.0,1
Dennis Tepera,0,0,86,234,0,160.0,2
Jeremy Gabryszwski,0,0,0,44,0,44.0,1
Edison Frias,0,0,0,80,0,80.0,1
Dylan Bundy,268,298,143,0,179,222.0,4
Marek Minarik,0,0,0,15,0,15.0,1
Kevin Slowey,186,0,96,214,0,165.33333333333334,3
Aroldis Chapman,459,515,363,264,553,430.8,5
Brian Omogrosso,114,0,85,136,0,111.66666666666667,3
Simon Castro,228,0,90,256,0,191.33333333333334,3
Antwonie Hubbard,0,0,57,0,0,57.0,1
Michael Benacka,0,0,58,0,0,58.0,1
Zachary Lebarron,0,0,87,0,0,87.0,1
Dan Langfield,0,0,0,211,0,211.0,1
Matt Bush,0,0,79,0,0,79.0,1
Andy Santana,0,0,0,38,0,38.0,1
Bryan Rodriguez,0,0,97,0,0,97.0,1
Jose Guzman,0,0,88,34,0,61.0,2
Casey Kelly,238,283,172,238,301,246.4,5
Adam Veres,0,0,73,0,0,73.0,1
Keith Couch,0,0,99,245,0,172.0,2
Ryne Reynoso,0,0,97,0,0,97.0,1
Colin Kleven,0,0,89,178,0,133.5,2
Kendal Volz,0,0,72,0,0,72.0,1
Scott Proctor,0,0,82,132,0,107.0,2
Dallas Buck,0,0,89,0,0,89.0,1
David Fischer,0,0,90,136,0,113.0,2
Ebelin Lugo,0,0,73,0,0,73.0,1
A.J. Achter,0,0,79,193,0,136.0,2
Kurt Yacko,0,0,58,129,0,93.5,2
Josh Lueke,163,0,81,184,0,142.66666666666666,3
David Roberts,0,0,74,0,0,74.0,1
Michael Cisco,0,0,114,0,0,114.0,1
Will Ohman,97,0,81,0,147,108.33333333333333,3
Dallas Braden,168,0,116,224,0,169.33333333333334,3
Joey Cuda,0,0,90,0,0,90.0,1
Chad Gaudin,151,0,122,150,96,129.75,4
Joseph Krehbiel,0,0,0,45,0,45.0,1
Ryan Vogelsong,408,490,402,446,454,440.0,5
Wander Alvino,0,0,58,0,0,58.0,1
Frank Gailey,0,0,76,163,0,119.5,2
Ben Sheets,181,0,514,0,0,347.5,2
Christopher O'Grady,0,0,0,109,0,109.0,1
Burke Badenhop,153,0,93,180,180,151.5,4
Seth Simmons,0,0,66,158,0,112.0,2
Joel Peralta,169,0,174,205,196,186.0,4
Brooks Pinckard,0,0,58,108,0,83.0,2
Timothy Melville,0,0,88,151,0,119.5,2
Shane Loux,111,0,70,205,0,128.66666666666666,3
Diomedes Mateo,0,0,0,69,0,69.0,1
Jed Bradley,166,0,101,207,0,158.0,3
Domingo Tapia,0,0,116,161,0,138.5,2
Drew Pomeranz,342,0,226,317,412,324.25,4
Jay Buente,0,0,79,0,0,79.0,1
Kyle Cofield,0,0,75,0,0,75.0,1
Jon Hunton,0,0,55,0,0,55.0,1
Aaron West,0,0,90,0,0,90.0,1
JC Ramirez,128,0,79,212,0,139.66666666666666,3
Rudy Owens,226,0,98,308,225,214.25,4
Cesar Vargas,0,0,116,84,0,100.0,2
John Stilson,0,0,157,217,0,187.0,2
Dellin Betances,230,0,70,288,0,196.0,3
Dan Jensen,0,0,91,0,0,91.0,1
Bobby Jenks,44,0,88,95,70,74.25,4
Gary Glover,126,0,81,0,0,103.5,2
Jose De Paula,0,0,100,199,0,149.5,2
Steven Shell,0,0,79,0,0,79.0,1
Arjenis Fernandez,0,0,83,0,0,83.0,1
Joe Beimel,0,0,78,87,0,82.5,2
Chase Reid,0,0,57,0,0,57.0,1
Edinson Volquez,406,464,376,476,439,432.2,5
Andrew Oliver,245,0,107,321,0,224.33333333333334,3
Santo Manzanillo,75,0,91,86,0,84.0,3
Richard White,0,0,0,38,0,38.0,1
Orlando Santos,0,0,58,0,0,58.0,1
Stephen Perakslis,0,0,0,127,0,127.0,1
Manuarys Correa,0,0,49,215,0,132.0,2
Justin Hampson,139,0,79,122,0,113.33333333333333,3
Brian Sanches,115,0,78,134,0,109.0,3
Ramon Ulacio,0,0,94,0,0,94.0,1
Saul Rivera,0,0,76,0,0,76.0,1
Phillip Irwin,263,0,114,279,0,218.66666666666666,3
Adam Dominick,0,0,78,0,0,78.0,1
Brandon Mann,0,0,0,125,0,125.0,1
Miguel Celestino,0,0,95,214,0,154.5,2
Wirkin Estevez,0,0,93,131,0,112.0,2
Christopher Johnson,0,0,89,146,0,117.5,2
Nataniel Rodriguez,0,0,0,63,0,63.0,1
Brayan Almonte,0,0,0,23,0,23.0,1
Ulises Joaquin,0,0,89,86,0,87.5,2
Pedro Perez,0,0,76,0,0,76.0,1
Nathan Long,0,0,52,176,0,114.0,2
Brett Cammons,0,0,75,43,0,59.0,2
Noah Mull,0,0,76,0,0,76.0,1
Jake Sisco,0,0,98,98,0,98.0,2
Garrett Parcell,0,0,58,0,0,58.0,1
Michael Dubee,139,0,58,135,0,110.66666666666667,3
Adelso Polanco,0,0,51,0,0,51.0,1
Ivan Julio,0,0,84,0,0,84.0,1
Brian Stroud,0,0,80,129,0,104.5,2
Gary Daley,0,0,95,229,0,162.0,2
Francisco Jimenez,0,0,51,112,0,81.5,2
Carmine Giardina,0,0,64,0,0,64.0,1
Matthew Jackson,0,0,97,201,0,149.0,2
Lee Tabor,0,0,58,0,0,58.0,1
Matt Magill,289,0,131,331,0,250.33333333333334,3
Chase Ware,0,0,105,0,0,105.0,1
Marcus Walden,0,0,81,239,0,160.0,2
Jose Molina,0,0,58,79,0,68.5,2
Austin House,0,0,0,147,0,147.0,1
Brandon Beachy,355,243,138,355,201,258.4,5
Jake Floethe,0,0,96,180,0,138.0,2
Jason Hammel,370,471,349,391,440,404.2,5
Josh Wilkie,0,0,81,0,0,81.0,1
Fred Lewis,0,0,60,87,0,73.5,2
Tyler Lockwood,0,0,57,131,0,94.0,2
Brandon Efferson,0,0,76,141,0,108.5,2
Raydel Sanchez,0,0,89,153,0,121.0,2
Greg Smith,185,0,90,254,0,176.33333333333334,3
Benino Pruneda,0,0,81,167,0,124.0,2
Tyler Kehrer,0,0,60,0,0,60.0,1
David Berner,0,0,57,0,0,57.0,1
Logan Odom,0,0,55,164,0,109.5,2
Jason Ray,0,0,90,132,0,111.0,2
Aaron Shafer,0,0,92,0,0,92.0,1
Christopher Haney,0,0,76,79,0,77.5,2
Jeb Stefan,0,0,85,138,0,111.5,2
Kris Medlen,384,514,418,274,505,419.0,5
Lucas O'Rear,0,0,57,64,0,60.5,2
Zach Cooper,0,0,0,187,0,187.0,1
Kris Harvey,107,0,67,0,0,87.0,2
Jairo Asencio,143,0,84,142,0,123.0,3
Elisaul Pimentel,0,0,92,230,0,161.0,2
Cody Hebner,0,0,98,176,0,137.0,2
Uber Paz,0,0,57,0,0,57.0,1
Hector Salazar,0,0,76,0,0,76.0,1
Dan Taylor,0,0,112,0,0,112.0,1
Matthew Shelton,0,0,76,166,0,121.0,2
Casey Fien,122,0,109,140,148,129.75,4
Adrian Salcedo,0,0,96,154,0,125.0,2
Armando Gabino,0,0,61,0,0,61.0,1
Jason Wheeler,0,0,87,266,0,176.5,2
Chris Capuano,356,450,368,472,246,378.4,5
Daniel Reynolds,0,0,86,93,0,89.5,2
Tyler Waldron,0,0,95,244,0,169.5,2
Blake Schwartz,0,0,95,0,0,95.0,1
Braulio Ortiz,0,0,57,0,0,57.0,1
William Oliver,0,0,83,141,0,112.0,2
Jon Michael Redding,0,0,57,266,0,161.5,2
Tyler Sample,0,0,88,186,0,137.0,2
Jose Bautista,0,0,79,0,0,79.0,1
Hassan Pena,0,0,75,128,0,101.5,2
Nick Schmidt,0,0,96,230,0,163.0,2
Richard Alvarez,0,0,103,79,0,91.0,2
Shawn Hill,122,0,329,0,0,225.5,2
Justin Woodall,0,0,63,0,0,63.0,1
Scott Olsen,0,0,118,0,0,118.0,1
Derek Holland,446,520,435,468,502,474.2,5
Mike MacDougal,80,0,81,0,0,80.5,2
Jeff Fulchino,0,0,87,139,0,113.0,2
Austin Wood,0,0,90,170,0,130.0,2
Hein Robb,0,0,54,57,0,55.5,2
Danilo Alvarez,0,0,74,0,0,74.0,1
Zachary Von Rosenberg,0,0,100,169,0,134.5,2
Lance Pendleton,198,0,76,0,0,137.0,2
Junior Cruz,0,0,86,0,0,86.0,1
Kevin Matthews,0,0,104,106,0,105.0,2
Luis Pina,0,0,0,30,0,30.0,1
Carlos Carrasco,224,0,228,383,323,289.5,4
Brad Meyers,0,0,117,114,0,115.5,2
Jose Contreras,41,0,116,74,0,77.0,3
Ken Giles,0,0,93,120,0,106.5,2
Thomas Toledo,0,0,60,110,0,85.0,2
Forrest Snow,0,0,69,283,0,176.0,2
Barret Browning,135,0,78,155,0,122.66666666666667,3
Carlos Ramos,0,0,58,53,0,55.5,2
Eswarlin Jimenez,0,0,86,222,0,154.0,2
Cory Riordan,0,0,103,254,0,178.5,2
Jose Valverde,156,0,285,175,142,189.5,4
Blake Hassebrock,0,0,86,188,0,137.0,2
Nicholas Hanson,0,0,83,0,0,83.0,1
Alfredo Aceves,206,0,230,200,162,199.5,4
Blaine Boyer,0,0,79,92,0,85.5,2
Kyle Winkler,0,0,58,136,0,97.0,2
Carlos Patino,0,0,75,0,0,75.0,1
Johnny Holtman,0,0,0,15,0,15.0,1
Kylin Turnbull,0,0,87,0,0,87.0,1
Jair Jurrjens,223,0,211,275,218,231.75,4
Everett Teaford,175,0,78,206,130,147.25,4
Trey Barham,0,0,57,92,0,74.5,2
Casey Medlen,0,0,79,162,0,120.5,2
Jeremy Bonderman,334,0,116,0,0,225.0,2
Michael Wolford,0,0,54,53,0,53.5,2
Chase Whitley,149,0,79,213,0,147.0,3
Anibal Sanchez,464,548,435,529,548,504.8,5
Austin Kirk,0,0,88,249,0,168.5,2
Ross Seaton,248,0,86,301,0,211.66666666666666,3
Aaron Pribanic,0,0,97,169,0,133.0,2
Mike Burns,0,0,0,281,0,281.0,1
Yovani Gallardo,582,620,503,633,617,591.0,5
Cristian Chivilli,0,0,0,47,0,47.0,1
Austin Hubbard,0,0,60,146,0,103.0,2
Keith Cantwell,0,0,75,0,0,75.0,1
Jeffrey Ames,0,0,54,104,0,79.0,2
Victor De Leon,0,0,89,82,0,85.5,2
Randy Wells,219,0,73,254,130,169.0,4
Zach Kroenke,211,0,72,0,0,141.5,2
Adam Wilk,293,0,73,0,0,183.0,2
Edward Paredes,0,0,82,116,0,99.0,2
Danys Baez,0,0,79,87,0,83.0,2
Jonathan Musser,0,0,98,64,0,81.0,2
Tom Stuifbergen,0,0,83,176,0,129.5,2
Marty Popham,0,0,97,198,0,147.5,2
R.A. Dickey,501,627,477,597,594,559.2,5
Cesar Carrillo,0,0,93,120,0,106.5,2
Jhonny Nunez,102,0,79,117,0,99.33333333333333,3
Nick Graffeo,0,0,57,109,0,83.0,2
Craig Heyer,0,0,49,196,0,122.5,2
Angel Cespedes,0,0,79,0,0,79.0,1
Stephen Pryor,143,0,112,178,183,154.0,4
Marcus Jensen,0,0,58,75,0,66.5,2
Chris Scholl,0,0,96,143,0,119.5,2
Moises Rivas,0,0,54,82,0,68.0,2
Daniel Jimenez,0,0,86,114,0,100.0,2
Tyree Hayes,0,0,60,0,0,60.0,1
Brad Wilson,0,0,89,0,0,89.0,1
Jenrry Mejia,141,174,125,160,126,145.2,5
Brandon Duckworth,163,0,103,0,0,133.0,2
Mayckol Guaipe,0,0,95,124,0,109.5,2
Zach Phillips,134,0,63,144,0,113.66666666666667,3
Lance Cormier,0,0,76,0,0,76.0,1
Sean Black,0,0,92,164,0,128.0,2
Ernesto Yanez,0,0,58,43,0,50.5,2
Eric Surkamp,245,0,129,362,0,245.33333333333334,3
Frank Mata,0,0,79,0,0,79.0,1
Edward Concepcion,0,0,65,105,0,85.0,2
Torey Deshazier,0,0,79,0,0,79.0,1
Ryan Dennick,0,0,81,151,0,116.0,2
Javier Lopez,97,0,90,113,153,113.25,4
Jose Dominguez,0,0,61,141,0,101.0,2
Will Latimer,0,0,60,152,0,106.0,2
Josh Judy,0,0,81,129,0,105.0,2
Neil Wagner,139,0,81,156,0,125.33333333333333,3
Steve Garrison,140,0,54,0,0,97.0,2
Ian Snell,0,0,109,0,0,109.0,1
Jeff Marquez,154,0,55,177,0,128.66666666666666,3
Brett Hunter,0,0,66,109,0,87.5,2
Kevin Jepsen,153,0,98,158,159,142.0,4
Tayron Guerrero,0,0,77,49,0,63.0,2
David Martinez,0,0,86,205,0,145.5,2
Lorgi Pineda,0,0,0,18,0,18.0,1
Mike Zagurski,121,0,87,136,48,98.0,4
Sam Strickland,0,0,65,0,0,65.0,1
Kirk Wetmore,0,0,87,0,0,87.0,1
Scott Munter,108,0,0,0,0,108.0,1
Kyle Kraus,0,0,0,200,0,200.0,1
Travis Blackley,194,0,120,254,119,171.75,4
Sean Murphy,0,0,95,197,0,146.0,2
Anthony Ortega,0,0,107,0,0,107.0,1
Miguel De Los Santos,170,0,132,216,0,172.66666666666666,3
Josh Smoker,0,0,64,77,0,70.5,2
Alan Oaks,0,0,91,0,0,91.0,1
Neftali Feliz,340,0,90,156,0,195.33333333333334,3
Mike Crotta,0,0,79,165,0,122.0,2
Thomas Diamond,0,0,98,0,0,98.0,1
Hector Correa,93,0,85,0,0,89.0,2
Renzo Freite,0,0,0,24,0,24.0,1
Daniel Webb,0,0,99,108,0,103.5,2
Evan Scribner,149,0,81,158,112,125.0,4
Christopher Lee,0,0,0,47,0,47.0,1
Josh Mueller,0,0,84,140,0,112.0,2
Alberto Castillo,0,0,78,119,0,98.5,2
Alvaro Sosa,0,0,58,0,0,58.0,1
Alex Hinshaw,107,0,90,123,0,106.66666666666667,3
Matt Belisle,217,0,146,206,183,188.0,4
Ryan O'Rourke,0,0,58,157,0,107.5,2
Michael Nesseth,0,0,54,105,0,79.5,2
Geison Aguasviva,0,0,60,89,0,74.5,2
Cody Fassold,0,0,60,86,0,73.0,2
Ben Rowen,0,0,72,156,0,114.0,2
Cole Kimball,79,0,87,94,0,86.66666666666667,3
Rudy Brown,0,0,73,83,0,78.0,2
Justin Haley,0,0,0,57,0,57.0,1
Casey Erickson,0,0,86,0,0,86.0,1
Erik Stavert,0,0,89,0,0,89.0,1
Clint Dempster,0,0,58,0,0,58.0,1
Jose Arredondo,182,185,138,179,171,171.0,5
Ryohei Tanaka,0,0,88,0,0,88.0,1
Mike Piazza,0,0,61,177,0,119.0,2
Brett Bochy,153,0,88,102,0,114.33333333333333,3
Dimaster Delgado,0,0,88,212,0,150.0,2
Zach Britton,299,263,159,351,185,251.4,5
Francisco Cordero,97,0,78,129,144,112.0,4
Taylor Dennis,0,0,55,58,0,56.5,2
Chris Province,0,0,92,0,0,92.0,1
Matt Fairel,0,0,93,0,0,93.0,1
Joshua Hodges,0,0,87,0,0,87.0,1
Robbie Ray,0,0,98,167,0,132.5,2
Alex Panteliodis,0,0,93,174,0,133.5,2
Bryce Stowell,0,0,85,108,0,96.5,2
Carlos Cedeno,0,0,52,0,0,52.0,1
Geoffrey Brown,0,0,0,33,0,33.0,1
Dan Mata,0,0,102,38,0,70.0,2
Joey Williamson,0,0,113,144,0,128.5,2
Brendan Lafferty,0,0,82,154,0,118.0,2
Joey Devine,78,0,85,0,0,81.5,2
Livan Hernandez,0,0,114,293,149,185.33333333333334,3
Devin Jones,0,0,111,161,0,136.0,2
Dustin Moseley,0,0,96,150,59,101.66666666666667,3
Ramon Lebron,0,0,114,107,0,110.5,2
Kevin Quackenbush,141,0,93,172,0,135.33333333333334,3
Robert Kilcrease,0,0,81,154,0,117.5,2
Dan Bennett,0,0,60,95,0,77.5,2
Dennis O'Grady,0,0,78,156,0,117.0,2
Michael Ojala,0,0,76,0,0,76.0,1
Scott Mcgregor,0,0,80,0,0,80.0,1
Philip Brua,0,0,54,0,0,54.0,1
Dale Thayer,153,0,103,183,109,137.0,4
Michael Antonini,0,0,101,258,0,179.5,2
Matt Murray,0,0,87,189,0,138.0,2
Braulio Lara,180,0,100,194,0,158.0,3
Mike Demark,134,0,78,0,0,106.0,2
Eric Berger,0,0,106,237,0,171.5,2
Wes Whisler,0,0,58,0,0,58.0,1
Sonny Gray,0,0,98,284,0,191.0,2
Frank Santana,0,0,60,68,0,64.0,2
Michael Kirkman,240,0,82,259,177,189.5,4
Ryan Buchter,130,0,67,151,0,116.0,3
Mike Minor,456,537,442,491,451,475.4,5
Stiven Osuna,0,0,60,0,0,60.0,1
Miguel Ferrer,0,0,0,35,0,35.0,1
JR Morillo,0,0,116,0,0,116.0,1
Andrew Gagnon,0,0,93,246,0,169.5,2
Jhonatan Escudero,0,0,96,0,0,96.0,1
Kyle Weiland,0,0,112,202,0,157.0,2
Richard Mirowski,0,0,76,56,0,66.0,2
Michael Thomas,0,0,81,110,0,95.5,2
Michael Gonzalez,101,0,91,116,168,119.0,4
Eddie Kunz,0,0,55,0,0,55.0,1
Jose Campos,0,0,132,113,0,122.5,2
Michael Feliz,0,0,88,105,0,96.5,2
Trevor May,349,0,117,364,0,276.6666666666667,3
Neil Holland,0,0,73,140,0,106.5,2
Michael Brady,128,0,85,136,0,116.33333333333333,3
Matt Bywater,0,0,106,140,0,123.0,2
Ken Roberts,0,0,58,142,0,100.0,2
Bradley Blanks,0,0,61,0,0,61.0,1
Roman Mendez,196,0,66,183,0,148.33333333333334,3
Brett Tomko,163,0,75,0,0,119.0,2
Martires Arias,0,0,0,36,0,36.0,1
Matt Spencer,0,0,0,19,0,19.0,1
John Taylor,0,0,54,71,0,62.5,2
Brooks Hall,0,0,86,126,0,106.0,2
Scott Kazmir,105,0,206,189,0,166.66666666666666,3
Santo Luis,0,0,58,0,0,58.0,1
Jon Lester,542,588,498,574,533,547.0,5
Felix Jorge,0,0,0,65,0,65.0,1
Seth Blair,0,0,108,134,0,121.0,2
Luis Rojas,0,0,58,47,0,52.5,2
Bo Schultz,99,0,79,87,0,88.33333333333333,3
Zach Stewart,218,0,104,258,0,193.33333333333334,3
Jeff Locke,328,0,128,404,115,243.75,4
Brandon Creath,0,0,76,92,0,84.0,2
Heath Bell,164,198,148,169,178,171.4,5
Michael Tonkin,164,0,85,180,0,143.0,3
Doug Fister,421,520,421,482,533,475.4,5
Bartyle Carter,0,0,61,0,0,61.0,1
Bobby Cramer,0,0,78,0,0,78.0,1
Justin Wilson,264,0,89,335,101,197.25,4
Colt Hynes,0,0,52,229,0,140.5,2
Jorge Rondon,119,0,61,137,0,105.66666666666667,3
Jake Burnette,0,0,0,16,0,16.0,1
Yoan Gonzalez,0,0,96,0,0,96.0,1
Dexter Price,0,0,107,0,0,107.0,1
Denny Bautista,0,0,91,0,0,91.0,1
Jay Jackson,0,0,100,260,0,180.0,2
Juan Perez,112,0,57,61,0,76.66666666666667,3
Michael Schaub,0,0,93,67,0,80.0,2
Wade Davis,376,417,305,329,403,366.0,5
Kyle Middleton,0,0,87,0,0,87.0,1
Mike Kickham,296,0,125,270,0,230.33333333333334,3
Santos Rodriguez,0,0,72,142,0,107.0,2
Kazuya Takano,0,0,0,43,0,43.0,1
Hiram Burgos,239,0,104,307,0,216.66666666666666,3
Anderson Gerdel,0,0,73,45,0,59.0,2
Colton Cain,0,0,90,177,0,133.5,2
Jeremy Horst,161,0,85,179,142,141.75,4
Jonathan Martinez,0,0,76,145,0,110.5,2
Joe Dvorsky,0,0,57,61,0,59.0,2
Angel Mata,0,0,90,85,0,87.5,2
Michael Roth,0,0,0,190,0,190.0,1
Jaden Dillon,0,0,0,71,0,71.0,1
Jim Fuller,0,0,103,0,0,103.0,1
Perci Garner,0,0,102,170,0,136.0,2
Michael Blake,0,0,0,64,0,64.0,1
Rob Delaney,137,0,75,0,0,106.0,2
Greg Ross,0,0,91,0,0,91.0,1
Justin Verlander,679,725,622,750,679,691.0,5
Chris Martin,0,0,76,157,0,116.5,2
Pedro Diaz,0,0,55,96,0,75.5,2
Brady Dragmire,0,0,0,17,0,17.0,1
Matt Flemer,0,0,0,149,0,149.0,1
Colin Bates,0,0,72,126,0,99.0,2
Mike Fiers,385,451,341,433,470,416.0,5
Shawn Armstrong,0,0,64,141,0,102.5,2
Hideki Okajima,116,0,78,121,42,89.25,4
Jeremy Berg,152,0,75,169,0,132.0,3
Jacob Johnson,0,0,86,0,0,86.0,1
Cameron Selik,0,0,78,158,0,118.0,2
Heath Wyatt,0,0,73,92,0,82.5,2
Sergio Gomez,0,0,114,92,0,103.0,2
Charlie Shirek,190,0,86,0,0,138.0,2
Jorge Bucardo,0,0,112,0,0,112.0,1
Kenedy Agramonte,0,0,0,23,0,23.0,1
Kyle Winters,0,0,95,0,0,95.0,1
Joel De La Cruz,0,0,58,74,0,66.0,2
J.C. Sulbaran,0,0,102,260,0,181.0,2
Antonio Cruz,0,0,58,103,0,80.5,2
Victor Acosta,0,0,57,0,0,57.0,1
Josh Satow,0,0,88,0,0,88.0,1
Aaron Wirsch,0,0,0,15,0,15.0,1
Caleb Clay,0,0,83,0,0,83.0,1
Brandon Parrent,0,0,68,0,0,68.0,1
Mike Dunn,171,0,107,191,174,160.75,4
Mario Fernandez,0,0,80,0,0,80.0,1
Carlos Frias,0,0,55,107,0,81.0,2
Derek Eitel,0,0,83,220,0,151.5,2
Chris Carpenter,235,417,82,150,0,221.0,4
Bennett Whitmore,0,0,52,0,0,52.0,1
Tyler Sturdevant,0,0,60,133,0,96.5,2
B.J. Lamura,0,0,55,0,0,55.0,1
Bryam Garcia,0,0,60,69,0,64.5,2
Stepan Havlicek,0,0,0,40,0,40.0,1
Jonathan Dooley,0,0,52,0,0,52.0,1
Matthew Stabelfeld,0,0,64,0,0,64.0,1
