Name,Zips,Fans,Steamer,Oliver,Rotochamp,Average,Total
Steven Register,0,0,79,0,0,79.0,1
Matt Sisto,0,0,57,0,0,57.0,1
Jason West,0,0,58,0,0,58.0,1
Eric Pettis,0,0,75,0,0,75.0,1
Paolo Espino,0,0,104,296,0,200.0,2
Richard Martinez,0,0,95,0,0,95.0,1
Gregory Rosal,0,0,95,0,0,95.0,1
Rick VandenHurk,0,0,82,321,0,201.5,2
Trevor Cahill,523,531,456,521,494,505.0,5
Marc Rzepczynski,141,0,115,203,153,153.0,4
Gregory Billo,0,0,91,177,0,134.0,2
Christopher Squires,0,0,73,0,0,73.0,1
Al Alburquerque,105,270,203,106,202,177.2,5
Royce Ring,56,0,79,0,0,67.5,2
John Brebbia,0,0,58,109,0,83.5,2
Matt Johnson,0,0,0,86,0,86.0,1
Scott Nestor,0,0,61,0,0,61.0,1
Nicholas Pasquale,0,0,78,0,0,78.0,1
Ernesto Frieri,223,396,305,210,265,279.8,5
Adam Pettyjohn,0,0,96,0,0,96.0,1
Jay Johnson,0,0,64,107,0,85.5,2
Steven Gruver,0,0,79,207,0,143.0,2
Rafael Carrera,0,0,57,0,0,57.0,1
Dane de la Rosa,151,0,87,193,0,143.66666666666666,3
Jose Valdivia,0,0,87,59,0,73.0,2
Cory Arbiso,0,0,77,122,0,99.5,2
Clay Buchholz,365,449,347,380,371,382.4,5
Stephen Landazuri,0,0,89,110,0,99.5,2
Bryan Morris,175,0,117,215,112,154.75,4
Aaron Crow,178,224,176,218,177,194.6,5
Dustin Pease,0,0,78,139,0,108.5,2
David Mixon,0,0,70,0,0,70.0,1
Keivi Rojas,0,0,76,56,0,66.0,2
Michael Fulmer,0,0,113,143,0,128.0,2
Willy Paredes,0,0,95,122,0,108.5,2
Erick Abreu,0,0,90,0,0,90.0,1
Hunter Scantling,0,0,0,89,0,89.0,1
Kelvin Herrera,217,199,174,185,175,190.0,5
Eric Fornataro,136,0,72,210,0,139.33333333333334,3
Juan Yasser Serrano,0,0,57,0,0,57.0,1
Chris Mobley,0,0,58,0,0,58.0,1
Francisco Mendoza,0,0,55,73,0,64.0,2
Tony Watson,164,0,110,196,165,158.75,4
Zach Rosscup,0,0,93,90,0,91.5,2
Keith Weiser,0,0,55,0,0,55.0,1
Rowdy Hardy,0,0,75,0,0,75.0,1
Lucas Harrell,329,446,352,414,391,386.4,5
Carlos Fermin,0,0,65,0,0,65.0,1
Scott Baker,291,0,287,216,309,275.75,4
Jhondaniel Medina,0,0,66,0,0,66.0,1
Edgar Garcia,0,0,89,134,0,111.5,2
Darren Oliver,132,154,125,156,149,143.2,5
Leyson Septimo,108,0,75,116,0,99.66666666666667,3
Zachary Petersime,0,0,94,72,0,83.0,2
Cory Hamilton,0,0,55,0,0,55.0,1
Paul Applebee,0,0,77,125,0,101.0,2
Edgmer Escalona,163,0,85,146,131,131.25,4
Patrick Urckfitz,0,0,60,155,0,107.5,2
Aaron Laffey,207,0,100,237,137,170.25,4
Breily Puerta,0,0,0,60,0,60.0,1
Todd Redmond,271,0,122,364,0,252.33333333333334,3
Jason Jones,0,0,93,0,0,93.0,1
Sebastian Vader,0,0,95,90,0,92.5,2
Mickey Jannis,0,0,55,0,0,55.0,1
Chuck Lofgren,0,0,98,0,0,98.0,1
Hector Ambriz,136,0,82,0,158,125.33333333333333,3
Juan Francisco,0,0,101,0,0,101.0,1
Travis Wood,408,399,325,478,368,395.6,5
Jeffry Cleto,0,0,0,40,0,40.0,1
Yhonatan Herrand,0,0,0,23,0,23.0,1
Vance Worley,348,410,319,430,457,392.8,5
Scott Patterson,0,0,79,0,0,79.0,1
Jeff Beliveau,161,0,88,170,0,139.66666666666666,3
Tony Zych,0,0,94,133,0,113.5,2
Harold Guerrero,0,0,61,49,0,55.0,2
Joseph O'Gara,0,0,83,0,0,83.0,1
Kyle Simon,0,0,57,272,0,164.5,2
Andrew Cashner,273,390,283,185,216,269.4,5
Michael Powers,0,0,58,0,0,58.0,1
Maxwell Peterson,0,0,61,76,0,68.5,2
Joey Mahalic,0,0,104,0,0,104.0,1
Jose Macias,0,0,103,146,0,124.5,2
Taylor Cole,0,0,89,179,0,134.0,2
Tyrell Jenkins,0,0,95,120,0,107.5,2
Cameron Lamb,0,0,86,76,0,81.0,2
Felix Santos,0,0,75,80,0,77.5,2
Jonathan Pettibone,310,0,98,328,0,245.33333333333334,3
Jesse Meaux,0,0,0,127,0,127.0,1
Wesley Wright,158,0,82,175,177,148.0,4
Bryton Trepagnier,0,0,0,43,0,43.0,1
Andrew Brackman,138,0,61,0,0,99.5,2
Ryan Mattheus,116,0,121,119,135,122.75,4
Connor Whalen,0,0,63,0,0,63.0,1
David Middendorf,0,0,52,0,0,52.0,1
Kenny Faulk,129,0,79,138,0,115.33333333333333,3
Jason Bergmann,105,0,79,0,0,92.0,2
Scott Griggs,0,0,0,73,0,73.0,1
Tim Bascom,0,0,89,281,0,185.0,2
Victor Payano,0,0,91,156,0,123.5,2
Bryan Woodall,0,0,76,153,0,114.5,2
Brennan Garr,0,0,111,0,0,111.0,1
David Kopp,0,0,97,136,0,116.5,2
Travis Miller,0,0,57,61,0,59.0,2
Jacob Negrete,0,0,0,29,0,29.0,1
Blaine Hardy,0,0,97,163,0,130.0,2
Justin Masterson,453,499,429,529,470,476.0,5
Chuck Huggins,0,0,90,0,0,90.0,1
Jake Cowan,0,0,111,0,0,111.0,1
Francis Ramirez,0,0,89,92,0,90.5,2
Luke Sommer,0,0,75,80,0,77.5,2
Johan Arias,0,0,51,0,0,51.0,1
Aaron Heilman,114,0,79,0,0,96.5,2
Pedro Beato,123,0,78,131,141,118.25,4
Melvin Mercedes,49,0,52,58,0,53.0,3
Matt Yourkin,199,0,99,0,0,149.0,2
Tyler Cravy,0,0,78,144,0,111.0,2
Juan Rodriguez,0,0,66,0,0,66.0,1
Bryant George,0,0,57,99,0,78.0,2
Brad Hand,289,0,108,0,0,198.5,2
Jordan Flasher,0,0,58,0,0,58.0,1
Tayler Scott,0,0,89,79,0,84.0,2
Kyle Gibson,170,0,194,208,0,190.66666666666666,3
John Church,0,0,75,137,0,106.0,2
Esmil Rogers,213,0,133,251,198,198.75,4
Austin Bibens-Dirkx,184,0,103,0,0,143.5,2
George Sherrill,48,0,81,52,0,60.333333333333336,3
Domingo Salas,0,0,67,65,0,66.0,2
Carlos Quevedo,0,0,72,195,0,133.5,2
Seon Gi Kim,0,0,101,190,0,145.5,2
Michael Hebert,0,0,58,0,0,58.0,1
Brandon Cumpton,0,0,98,252,0,175.0,2
Andry Ubiera,0,0,95,96,0,95.5,2
Miguel Chalas,0,0,95,148,0,121.5,2
Luis Atilano,0,0,104,0,0,104.0,1
Miguel Almonte,0,0,72,47,0,59.5,2
Dave Bush,0,0,100,196,0,148.0,2
Bryce Bandilla,0,0,102,119,0,110.5,2
Graham Hicks,0,0,0,63,0,63.0,1
Austin Reed,0,0,57,97,0,77.0,2
Euris Quezada,0,0,55,86,0,70.5,2
Carlos Sosa,0,0,0,41,0,41.0,1
Anthony Shawler,0,0,88,0,0,88.0,1
Stosh Wawrzasek,0,0,61,97,0,79.0,2
Tyler Vail,0,0,106,123,0,114.5,2
Tommy Hanson,452,442,351,483,504,446.4,5
Ross Wolf,120,0,75,137,0,110.66666666666667,3
Eli Echarry,0,0,80,85,0,82.5,2
Marcel Prado,0,0,0,39,0,39.0,1
Mike Tarsi,0,0,76,86,0,81.0,2
Daniel Meszaros,0,0,61,0,0,61.0,1
Steven Evans,0,0,0,132,0,132.0,1
Travis Schlichting,0,0,76,0,0,76.0,1
Jason Erickson,0,0,77,0,0,77.0,1
Ross Ohlendorf,214,0,78,222,0,171.33333333333334,3
Josh Johnson,393,541,394,429,494,450.2,5
Aaron Poreda,0,0,90,0,0,90.0,1
Casey Harman,0,0,79,152,0,115.5,2
Hunter Carnevale,0,0,0,61,0,61.0,1
Kyle Greenwalt,0,0,82,0,0,82.0,1
Matt Palmer,191,0,84,225,0,166.66666666666666,3
Jason Townsend,0,0,79,124,0,101.5,2
Jose Gonzalez,0,0,61,134,0,97.5,2
Randol Rojas,0,0,87,160,0,123.5,2
Branden Pinder,0,0,58,165,0,111.5,2
Brandon Ritchie,0,0,78,0,0,78.0,1
Garrett Rau,0,0,57,0,0,57.0,1
Benjamin Grisz,0,0,0,37,0,37.0,1
Jake Junis,0,0,80,0,0,80.0,1
Cristhian Martinez,184,0,135,210,159,172.0,4
Lorenzo Barcelo,206,0,0,0,0,206.0,1
Tom Wilhelmsen,224,535,440,215,407,364.2,5
Dustin Nippert,0,0,105,0,0,105.0,1
Winston Abreu,0,0,81,0,0,81.0,1
Nicholas Struck,292,0,103,325,0,240.0,3
Dylan Owen,0,0,93,205,0,149.0,2
Chris Marlowe,0,0,94,139,0,116.5,2
A.J. Ramos,186,0,138,190,138,163.0,4
Jered Weaver,582,600,472,625,587,573.2,5
Clayton Shunick,0,0,60,0,0,60.0,1
Ramon Garcia,0,0,51,239,0,145.0,2
Paul Maholm,400,443,377,435,409,412.8,5
Patrick Schuster,0,0,78,164,0,121.0,2
Kyle Owings,0,0,84,0,0,84.0,1
Mario Rodriguez,0,0,72,0,0,72.0,1
Henry Owens,0,0,189,0,0,189.0,1
Andrew Wilson,0,0,75,0,0,75.0,1
Sergio Escalona,94,0,84,123,0,100.33333333333333,3
Marco Estrada,342,458,367,333,503,400.6,5
Anthony Reyes,26,0,61,0,0,43.5,2
David Hernandez,221,0,189,225,206,210.25,4
Luis Munoz,0,0,55,0,0,55.0,1
Scott Gorgen,0,0,99,0,0,99.0,1
Justin Nicolino,0,0,113,0,0,113.0,1
Fernando Perez,0,0,0,82,0,82.0,1
B.J. Rosenberg,169,0,97,203,107,144.0,4
Alex Wimmers,0,0,111,85,0,98.0,2
Evan Crawford,101,0,79,132,0,104.0,3
Chad Smith,0,0,92,89,0,90.5,2
Erik Goeddel,0,0,108,184,0,146.0,2
Jason Adam,220,0,95,252,0,189.0,3
Jose Ortegano,0,0,101,0,0,101.0,1
Dennis Suarez,0,0,83,0,0,83.0,1
Carson Smith,0,0,88,223,0,155.5,2
Paul Sewald,0,0,0,148,0,148.0,1
Aris Angeles,0,0,0,47,0,47.0,1
Thomas Berryhill,0,0,75,0,0,75.0,1
Taylor Sinclair,0,0,65,0,0,65.0,1
Carlos Marmol,230,416,339,221,232,287.6,5
Connor Sadzeck,0,0,89,0,0,89.0,1
Cole White,0,0,57,52,0,54.5,2
David Robertson,229,262,193,211,239,226.8,5
Robert Gsellman,0,0,0,53,0,53.0,1
Taylor Reid,0,0,52,58,0,55.0,2
Gregory Infante,110,0,82,115,0,102.33333333333333,3
Jose Williams,0,0,0,64,0,64.0,1
Edwin Jackson,484,520,480,533,465,496.4,5
Nick Gillung,0,0,83,0,0,83.0,1
Joel Dicent,0,0,85,80,0,82.5,2
Matthew Laney,0,0,84,0,0,84.0,1
Darren O'Day,161,220,172,160,151,172.8,5
Jose Alvarez,219,0,93,266,0,192.66666666666666,3
Antonio Bastardo,183,176,116,180,215,174.0,5
Patrick Lehman,0,0,76,151,0,113.5,2
Jeiler Castillo,0,0,55,0,0,55.0,1
Igol Feliz,0,0,52,0,0,52.0,1
Chris Rusin,262,0,96,318,171,211.75,4
Yunier Castillo,0,0,0,46,0,46.0,1
Kyle Mcmillen,0,0,0,55,0,55.0,1
Ivan Pineyro,0,0,92,100,0,96.0,2
Alex Sanabia,149,0,116,0,0,132.5,2
Jake Peavy,423,508,401,444,361,427.4,5
Ryan Pope,135,0,58,154,0,115.66666666666667,3
Mariano Rivera,61,410,384,103,392,270.0,5
Chris Masters,0,0,104,0,0,104.0,1
Hugo Duarte,0,0,94,0,0,94.0,1
Tyler Burgoon,0,0,79,169,0,124.0,2
Claudio Vargas,110,0,79,167,0,118.66666666666667,3
Nick Valenza,0,0,0,47,0,47.0,1
Richard Rodriguez,0,0,0,51,0,51.0,1
Jeffrey Shields,0,0,79,0,0,79.0,1
Taylor Garrison,0,0,0,55,0,55.0,1
Ramon Ramirez,160,0,88,170,153,142.75,4
Mitch Lively,154,0,76,163,0,131.0,3
Roberto Gomez,0,0,82,183,0,132.5,2
Mike Wright,0,0,101,223,0,162.0,2
Andrew Carignan,88,0,88,94,0,90.0,3
George Kontos,172,0,165,198,169,176.0,4
Abdiel Velasquez,0,0,83,0,0,83.0,1
Thomas Royse,0,0,82,0,0,82.0,1
Joan Gregorio,0,0,90,127,0,108.5,2
Oliver Odle,0,0,89,0,0,89.0,1
Suammy Baez,0,0,85,0,0,85.0,1
J.P. Howell,104,0,95,119,161,119.75,4
Oliver Drake,0,0,52,195,0,123.5,2
David Goforth,0,0,96,197,0,146.5,2
Brian Holmes,0,0,93,0,0,93.0,1
Eric Brown,0,0,55,82,0,68.5,2
Brian Sweeney,108,0,73,176,0,119.0,3
Willy Paulino,0,0,86,122,0,104.0,2
Benjamin Hawkins,0,0,61,90,0,75.5,2
JT Chargois,0,0,0,85,0,85.0,1
Lenny Rosario,0,0,72,0,0,72.0,1
Dovydas Neverauskas,0,0,113,47,0,80.0,2
Ben Graham,0,0,73,0,0,73.0,1
Trever Miller,0,0,78,71,0,74.5,2
Jesse Chavez,186,0,81,237,0,168.0,3
Kyle Stroup,0,0,120,149,0,134.5,2
Sean Green,63,0,63,0,0,63.0,2
James Nelson,0,0,222,309,0,265.5,2
John Axford,230,534,439,234,411,369.6,5
Dana Eveland,223,0,106,0,0,164.5,2
Jake Arrieta,340,298,182,385,148,270.6,5
Juan Minaya,0,0,103,133,0,118.0,2
Danny Duffy,202,0,125,193,104,156.0,4
Matt Benedict,0,0,85,232,0,158.5,2
Arnold Leon,135,0,87,79,0,100.33333333333333,3
David Purcey,109,0,66,118,0,97.66666666666667,3
Persio Reyes,0,0,88,86,0,87.0,2
Rhiner Cruz,132,0,67,149,0,116.0,3
Juan Herrera,0,0,92,0,0,92.0,1
Darren Byrd,157,0,82,0,0,119.5,2
Joseph Zeller,0,0,52,115,0,83.5,2
Samuel Taveras,0,0,0,36,0,36.0,1
Alan Deratt,0,0,92,0,0,92.0,1
Neritzon Osorio,0,0,57,0,0,57.0,1
Dallas Trahern,0,0,83,0,0,83.0,1
Cristian Beltre,0,0,64,0,0,64.0,1
Cody Scarpetta,0,0,99,0,0,99.0,1
Tyler Anderson,0,0,89,212,0,150.5,2
Zach Samuels,0,0,58,0,0,58.0,1
Dan Jurik,0,0,87,0,0,87.0,1
Zachary Good,0,0,101,46,0,73.5,2
Andy Pettitte,234,393,279,0,393,324.75,4
Ryan Chaffee,0,0,105,181,0,143.0,2
Chris Hilliard,0,0,55,0,0,55.0,1
Beau Wright,0,0,87,0,0,87.0,1
Manuel Rivera,0,0,87,176,0,131.5,2
Ramon Benjamin,0,0,60,0,0,60.0,1
Jon Meloan,0,0,79,0,0,79.0,1
Tyler Gagnon,0,0,81,109,0,95.0,2
Felipe Rivero,188,0,111,181,0,160.0,3
Nolan Diaz,0,0,58,61,0,59.5,2
Adam Kolarek,0,0,88,157,0,122.5,2
Jo-Jo Reyes,163,0,58,0,0,110.5,2
Ronan Pacheco,0,0,99,132,0,115.5,2
Seth Rosin,0,0,114,194,0,154.0,2
Nick Bucci,175,0,105,205,0,161.66666666666666,3
David Perez,0,0,95,26,0,60.5,2
Dan Osterbrock,0,0,89,0,0,89.0,1
Jarret Martin,0,0,99,164,0,131.5,2
David Hale,212,0,99,253,0,188.0,3
Fabio Castillo,107,0,64,121,0,97.33333333333333,3
Audry German,0,0,89,0,0,89.0,1
Kevin Shackelford,0,0,78,93,0,85.5,2
Addison Reed,191,462,399,218,385,331.0,5
Guillermo Mota,105,0,87,116,195,125.75,4
Reynaldo Polanco,0,0,0,72,0,72.0,1
Andrew Wolcott,0,0,88,0,0,88.0,1
Andrew Leenhouts,0,0,0,186,0,186.0,1
Matthew Budgell,0,0,0,35,0,35.0,1
Kane Holbrooks,0,0,84,0,0,84.0,1
Kyle Kendrick,312,394,313,356,346,344.2,5
Juri Perez,0,0,83,105,0,94.0,2
Francisco Gil,0,0,78,0,0,78.0,1
Brandon Kloess,153,0,81,196,0,143.33333333333334,3
Francisley Bueno,133,0,76,159,0,122.66666666666667,3
Beck Wheeler,0,0,0,50,0,50.0,1
Rafael Diplan,0,0,58,46,0,52.0,2
Cody Wheeler,0,0,82,0,0,82.0,1
Chase Boruff,0,0,80,92,0,86.0,2
Willie Collazo,42,0,0,0,0,42.0,1
Andrew Carpenter,207,0,79,233,0,173.0,3
Mat Latos,566,609,496,592,559,564.4,5
Brad Mincey,0,0,73,0,0,73.0,1
Todd Coffey,106,0,84,115,143,112.0,4
Matthew Bowman,0,0,0,110,0,110.0,1
Trevor Harden,0,0,90,0,0,90.0,1
Mitchell Clegg,0,0,84,0,0,84.0,1
Joseph Biagini,0,0,96,126,0,111.0,2
Kevin Lee,0,0,0,47,0,47.0,1
Ben Hornbeck,0,0,78,0,0,78.0,1
Jesse Biddle,0,0,114,267,0,190.5,2
Kyle McPherson,268,0,167,278,169,220.5,4
Scot Drucker,0,0,79,0,0,79.0,1
Gus Schlosser,0,0,111,245,0,178.0,2
Tony Pena,0,0,79,179,0,129.0,2
Angel Guerra,0,0,51,0,0,51.0,1
Wes Mugarian,0,0,87,105,0,96.0,2
Dean Kiekhefer,0,0,72,141,0,106.5,2
Joakim Soria,139,0,85,183,83,122.5,4
Tommy Kahnle,0,0,97,170,0,133.5,2
Akeel Morris,0,0,99,73,0,86.0,2
Zachary Arneson,0,0,0,46,0,46.0,1
Jose Jose,0,0,63,60,0,61.5,2
Julio Morales,0,0,85,0,0,85.0,1
Abel De Los Santos,0,0,84,48,0,66.0,2
Jake Diekman,139,0,94,162,0,131.66666666666666,3
Luis Marte,126,0,84,128,124,115.5,4
Bruce Pugh,0,0,122,180,0,151.0,2
Nicholas Mcbride,0,0,92,153,0,122.5,2
Shaeffer Hall,253,0,84,310,0,215.66666666666666,3
Frankie Reed,0,0,78,0,0,78.0,1
Yoanner Negrin,0,0,93,39,0,66.0,2
Jordan Zimmermann,400,537,435,437,510,463.8,5
Chris Perez,158,431,384,161,394,305.6,5
Sean Nolin,0,0,113,191,0,152.0,2
Jeff Walters,0,0,75,122,0,98.5,2
Adrian Alaniz,0,0,117,0,0,117.0,1
Cameron Hobson,0,0,84,263,0,173.5,2
Willie Kempf,0,0,91,0,0,91.0,1
Justin Amlung,0,0,0,194,0,194.0,1
Euclides Leyer,0,0,87,114,0,100.5,2
Bryce Shafer,0,0,61,0,0,61.0,1
Mike Parisi,88,0,88,0,0,88.0,2
Colby Lewis,267,345,227,434,189,292.4,5
Andrea Pizziconi,0,0,90,0,0,90.0,1
Elvin Garcia,0,0,94,0,0,94.0,1
Santo Perez,0,0,82,146,0,114.0,2
Joe Gardner,237,0,96,283,0,205.33333333333334,3
Jose Monegro,0,0,58,88,0,73.0,2
Brandon Dickson,306,0,78,0,0,192.0,2
Zach Clark,206,0,79,279,0,188.0,3
Noah Syndergaard,0,0,122,171,0,146.5,2
Cesar Ogando,0,0,0,52,0,52.0,1
Corey Young,0,0,57,0,0,57.0,1
Travis Webb,0,0,87,188,0,137.5,2
Jeremy Hellickson,411,491,387,452,474,443.0,5
Zachary Fuesser,0,0,92,184,0,138.0,2
Steve Johnson,267,0,118,325,172,220.5,4
Dirk Hayhurst,0,0,107,0,0,107.0,1
Ben White,0,0,79,124,0,101.5,2
Chris Heston,290,0,117,341,0,249.33333333333334,3
Mitch Hodge Nielsen,0,0,55,0,0,55.0,1
Zachary Thornton,0,0,81,168,0,124.5,2
Jaye Chapman,157,0,87,171,0,138.33333333333334,3
Carlos Gonzalez,0,0,89,101,0,95.0,2
Andrew Moye,0,0,93,202,0,147.5,2
Jerome Williams,278,296,236,337,195,268.4,5
David Herndon,88,0,78,93,0,86.33333333333333,3
Robert Whitenack,110,0,89,132,0,110.33333333333333,3
Paul Smyth,0,0,57,148,0,102.5,2
Jose Lugo,0,0,61,234,0,147.5,2
Jordan Hotchkiss,0,0,92,0,0,92.0,1
Blake King,0,0,64,0,0,64.0,1
Eduardo Aldama,0,0,95,0,0,95.0,1
Ruben Alaniz,0,0,87,177,0,132.0,2
Brandon Cooney,0,0,58,0,0,58.0,1
Terry Doyle,0,0,99,0,0,99.0,1
Ronnie Ray,0,0,74,0,0,74.0,1
Deolis Guerra,157,0,125,195,0,159.0,3
Tyler Tufts,0,0,54,91,0,72.5,2
Brian Diemer,0,0,80,120,0,100.0,2
Jean Carlos Gil,0,0,76,63,0,69.5,2
Santiago Garrido,0,0,82,92,0,87.0,2
Joley Rodriguez,0,0,76,68,0,72.0,2
Paul Clemens,224,0,98,262,0,194.66666666666666,3
Kevin Cravey,0,0,75,0,0,75.0,1
Justin Murray,0,0,82,0,0,82.0,1
Travis Turek,0,0,55,0,0,55.0,1
Rob Waite,0,0,60,154,0,107.0,2
Samuel Deduno,204,0,161,251,0,205.33333333333334,3
Guillermo Moscoso,286,0,79,352,186,225.75,4
Scott Snodgress,0,0,104,210,0,157.0,2
Cole DeVries,278,0,238,300,174,247.5,4
Shane Dyer,0,0,84,0,0,84.0,1
Tyler Ybarra,0,0,64,98,0,81.0,2
Clay Hensley,158,0,85,161,143,136.75,4
Matthew Loosen,0,0,101,223,0,162.0,2
Kevin Rhoderick,0,0,70,128,0,99.0,2
Kevin Kleis,0,0,76,37,0,56.5,2
Robinson Yambati,0,0,55,99,0,77.0,2
Jordan Cooper,0,0,55,94,0,74.5,2
Nick Haughian,0,0,109,0,0,109.0,1
Carlos Zambrano,267,0,109,343,310,257.25,4
Craig Missigman,0,0,0,40,0,40.0,1
Erik Miller,0,0,58,0,0,58.0,1
Aaron King,0,0,63,0,0,63.0,1
Tyler Wilson,0,0,106,238,0,172.0,2
Aaron Terry,0,0,57,0,0,57.0,1
Alexander Keudell,0,0,0,237,0,237.0,1
Ronald Uviedo,154,0,82,162,0,132.66666666666666,3
Trevor Oakes,0,0,87,0,0,87.0,1
Lars Huijer,0,0,0,42,0,42.0,1
Kyle Landis,0,0,75,141,0,108.0,2
Rich Rundles,50,0,79,0,0,64.5,2
Corey Black,0,0,146,114,0,130.0,2
Frank De Los Santos,146,0,54,186,0,128.66666666666666,3
Andy Graham,0,0,55,0,0,55.0,1
Luke Gregerson,182,216,171,199,173,188.2,5
Kyle Hald,0,0,92,295,0,193.5,2
Edlando Seco,0,0,88,0,0,88.0,1
Walter Silva,0,0,92,0,0,92.0,1
Gera Sanchez,0,0,0,132,0,132.0,1
Vic Black,155,0,93,102,0,116.66666666666667,3
Jorge De Leon,0,0,81,117,0,99.0,2
Brad Gemberling,0,0,98,0,0,98.0,1
Wynn Pelzer,0,0,58,0,0,58.0,1
Tommy Hunter,274,247,192,318,121,230.4,5
Shay Crawford,0,0,60,64,0,62.0,2
Alex Sogard,0,0,57,178,0,117.5,2
Aaron Miller,0,0,110,202,0,156.0,2
Matt Harrison,481,510,435,446,441,462.6,5
Anthony Slama,99,0,88,117,0,101.33333333333333,3
Luis Sanz,0,0,100,0,0,100.0,1
Omar Duran,0,0,63,65,0,64.0,2
Brandon Berl,0,0,54,105,0,79.5,2
Alex Kreis,0,0,57,52,0,54.5,2
Andrew Russell,0,0,58,127,0,92.5,2
Charlie Leesman,231,0,95,306,0,210.66666666666666,3
Hong-Chih Kuo,0,0,94,135,0,114.5,2
Genison Reyes,0,0,91,80,0,85.5,2
Tim Stauffer,251,0,209,227,103,197.5,4
Chaz Roe,0,0,98,0,0,98.0,1
Albert Campos,0,0,89,0,0,89.0,1
Jeff Kaplan,0,0,75,79,0,77.0,2
Ismael Guillon,161,0,116,135,0,137.33333333333334,3
Sawil Gonzalez,0,0,0,44,0,44.0,1
Melciades De La Cruz,0,0,0,56,0,56.0,1
Andrew Kown,0,0,87,0,0,87.0,1
Ryan Franklin,0,0,78,92,0,85.0,2
Chris Rearick,0,0,78,0,0,78.0,1
Ryan Duke,0,0,82,0,0,82.0,1
Max Russell,0,0,83,248,0,165.5,2
Chris Hicks,0,0,73,0,0,73.0,1
Sam Demel,126,0,91,138,0,118.33333333333333,3
Jesse Litsch,0,0,110,226,0,168.0,2
Corey Kluber,328,0,128,421,58,233.75,4
Luis Dejesus,0,0,52,134,0,93.0,2
Eliezer Beard,0,0,88,89,0,88.5,2
Shane Wolf,0,0,55,0,0,55.0,1
Mike Gipson,0,0,55,0,0,55.0,1
Jose Arias,0,0,92,117,0,104.5,2
A.J. Morris,0,0,108,0,0,108.0,1
Hansel Robles,0,0,95,121,0,108.0,2
Logan Darnell,0,0,84,284,0,184.0,2
Adam Kudryk,0,0,93,0,0,93.0,1
Scott Allen,0,0,81,198,0,139.5,2
Emmanuel De Leon,0,0,85,68,0,76.5,2
Bobby Blevins,0,0,87,0,0,87.0,1
Sandy Garces,0,0,84,0,0,84.0,1
Pedro Strop,172,173,133,176,159,162.6,5
Karl Triana,0,0,89,116,0,102.5,2
Tyler Deloach,0,0,0,52,0,52.0,1
Michael Kelly,0,0,57,0,0,57.0,1
Brian Moehler,0,0,103,0,0,103.0,1
Juan Urbina,0,0,63,60,0,61.5,2
Dustin McGowan,173,0,119,134,0,142.0,3
Mario Alcantara,0,0,0,66,0,66.0,1
Jacob Dunnington,0,0,82,104,0,93.0,2
J.C. Menna,0,0,82,84,0,83.0,2
Austin Adams,0,0,96,87,0,91.5,2
Daniel Davidson,0,0,78,0,0,78.0,1
Edward Mujica,174,0,136,186,148,161.0,4
Josh Ravin,123,0,143,150,0,138.66666666666666,3
Reinier Roibal,0,0,0,45,0,45.0,1
Jeffrey Gibbs,0,0,0,99,0,99.0,1
Rob Bryson,0,0,109,124,0,116.5,2
Asher Wojciechowski,212,0,96,289,0,199.0,3
Will Smith,332,0,102,364,0,266.0,3
Arcenio Leon,142,0,67,148,0,119.0,3
Milton Gomez,0,0,89,0,0,89.0,1
Casey Lawrence,0,0,81,270,0,175.5,2
Kurt Birkins,0,0,78,0,0,78.0,1
Dale Dickerson,0,0,54,0,0,54.0,1
Lorenzo Mendoza,0,0,97,103,0,100.0,2
Patrick Conroy,0,0,83,0,0,83.0,1
Jake Westbrook,328,331,255,407,349,334.0,5
Joba Chamberlain,111,159,111,103,154,127.6,5
Brian Baker,186,0,83,0,0,134.5,2
Seth Fowler,0,0,83,0,0,83.0,1
Jacob Thompson,0,0,128,0,0,128.0,1
Steve Hiscock,0,0,57,0,0,57.0,1
Reyes Moronta,0,0,0,25,0,25.0,1
Nathaniel Kilcrease,0,0,81,82,0,81.5,2
Luke French,215,0,86,0,0,150.5,2
Jack Wagoner,0,0,57,89,0,73.0,2
Francois Lafreniere,0,0,51,89,0,70.0,2
Eric Wooten,0,0,80,61,0,70.5,2
Jason Mitchell,0,0,80,184,0,132.0,2
Eric Beaulac,0,0,94,100,0,97.0,2
Ryan Doolittle,0,0,108,75,0,91.5,2
Chris Gloor,0,0,90,178,0,134.0,2
Hudson Randall,0,0,0,168,0,168.0,1
Juan Gutierrez,63,0,84,61,0,69.33333333333333,3
Noel Arguelles,146,0,87,193,0,142.0,3
Pete Parise,0,0,70,0,0,70.0,1
Jason Mceachern,0,0,114,137,0,125.5,2
Christopher Corrigan,0,0,57,148,0,102.5,2
Buddy Carlyle,122,0,79,129,0,110.0,3
Chris Mckenzie,0,0,93,86,0,89.5,2
Ramon Del Orbe,0,0,90,0,0,90.0,1
Justin Marks,0,0,101,269,0,185.0,2
Sammy Gervacio,0,0,81,0,0,81.0,1
Norge Paredes,0,0,0,45,0,45.0,1
Elvin Ramirez,178,0,88,0,125,130.33333333333334,3
Pedro Viola,108,0,87,0,0,97.5,2
Salvador Sanchez,0,0,0,45,0,45.0,1
Matt Thornton,177,0,142,168,171,164.5,4
Michael Dimock,0,0,0,122,0,122.0,1
Miguel Socolovich,143,0,87,166,0,132.0,3
