Name,Zips,Fans,Steamer,Oliver,Rotochamp,Average,Total
Freddie Bynum,0,0,64.5,0,0,64.5,1
Dan Killian,0,0,46.5,0,0,46.5,1
Mike O'Neill,0,0,84.0,372.5,0,228.25,2
Jeff Kobernus,325.0,0,67.5,330.0,0,240.83333333333334,3
Lance Berkman,245.0,536.0,420.5,365.0,467.5,406.8,5
Tyler Tewell,0,0,0,181.0,0,181.0,1
Robert Anston,0,0,54.5,0,0,54.5,1
Teoscar Hernandez,0,0,50.5,238.0,0,144.25,2
Jose Rondon,0,0,53.0,231.0,0,142.0,2
Anthony Hewitt,0,0,53.0,287.0,0,170.0,2
JaDamion Williams,0,0,45.5,219.0,0,132.25,2
Clint Coulter,0,0,146.5,198.0,0,172.25,2
Ryan Wright,0,0,61.5,390.5,0,226.0,2
Barrett Kleinknecht,0,0,69.0,255.0,0,162.0,2
Jeff Keppinger,395.5,513.5,445.5,428.0,446.0,445.7,5
Gabriel Gutierrez,0,0,75.0,0,0,75.0,1
Anthony Chavez,0,0,34.5,234.0,0,134.25,2
Ravel Santana,0,0,43.5,232.5,0,138.0,2
Val Majewski,160.0,0,0,0,0,160.0,1
John Raynor,0,0,0,318.0,0,318.0,1
Jose Chavez,0,0,60.5,0,0,60.5,1
Joel Jumes,0,0,43.5,0,0,43.5,1
Juan Carlos Peraza,0,0,34.0,0,0,34.0,1
Seth Mejias-Brean,0,0,0,311.5,0,311.5,1
Carlos Guillen,0,0,79.5,260.5,0,170.0,2
Telvin Nash,0,0,144.5,230.0,0,187.25,2
Garrett Buechele,0,0,56.5,295.5,0,176.0,2
Michael Brady,0,0,0,264.0,0,264.0,1
Josh Mazzola,0,0,64.0,0,0,64.0,1
Rafael Valdes,0,0,58.0,0,0,58.0,1
Oswaldo Arcia,398.0,0,81.0,432.0,0,303.6666666666667,3
Nick Shaw,0,0,57.0,324.0,0,190.5,2
Geancarlo Mendez,0,0,59.0,0,0,59.0,1
Jorky Infante,0,0,47.5,0,0,47.5,1
Jamie Johnson,371.5,0,73.0,439.0,0,294.5,3
Giovanny Urshela,0,0,66.0,352.0,0,209.0,2
Marcus Lemon,0,0,73.5,316.0,0,194.75,2
Seth Loman,360.0,0,78.5,404.5,0,281.0,3
Albert Pujols,670.0,744.5,724.0,685.5,711.0,707.0,5
Jairo Rosario,0,0,52.0,0,0,52.0,1
Ronald Luna,0,0,51.0,203.0,0,127.0,2
Gorkys Hernandez,346.0,0,118.0,415.0,150.0,257.25,4
Leonardo Heras,0,0,79.5,0,0,79.5,1
Kyle Lafrenz,0,0,49.0,0,0,49.0,1
Eli Whiteside,137.5,0,66.0,213.5,0,139.0,3
Jonathan Suero,0,0,42.0,0,0,42.0,1
Kevin Barrios,0,0,0,129.0,0,129.0,1
Cito Culver,0,0,50.5,271.5,0,161.0,2
Gaby Sanchez,446.0,361.0,234.5,484.0,230.5,351.2,5
Oliver Zapata,0,0,52.5,281.0,0,166.75,2
Juan Silverio,0,0,56.5,307.5,0,182.0,2
Yogey Perez-Ramos,0,0,54.5,211.5,0,133.0,2
Jhonny Gomez,0,0,55.5,243.0,0,149.25,2
Ozzie Lewis,0,0,69.0,0,0,69.0,1
Doug Bernier,126.5,0,55.0,206.0,0,129.16666666666666,3
Ketel Marte,0,0,52.0,261.5,0,156.75,2
Jay Austin,0,0,58.0,0,0,58.0,1
Guilder Rodriguez,247.5,0,65.5,304.5,0,205.83333333333334,3
Yordy Cabrera,0,0,47.5,0,0,47.5,1
Martin Cervenka,0,0,0,137.0,0,137.0,1
Tyler Naquin,0,0,316.0,283.0,0,299.5,2
Michael Brantley,545.5,569.5,496.0,497.5,522.5,526.2,5
Wynston Sawyer,0,0,52.0,226.5,0,139.25,2
Gerard Mccall,0,0,0,159.0,0,159.0,1
Adam Stern,0,0,0,331.5,0,331.5,1
Jamaal Hawkins,0,0,50.0,0,0,50.0,1
Javier Robles,0,0,56.5,0,0,56.5,1
Chris Garcia,0,0,66.0,397.5,0,231.75,2
Ricky Alvarez,0,0,64.5,0,0,64.5,1
Bill Rice,0,0,63.0,229.0,0,146.0,2
Kurt Mertins,0,0,68.0,0,0,68.0,1
Adam Lind,483.0,435.5,328.5,464.5,413.0,424.9,5
Joe Mauer,522.0,601.5,478.0,496.0,587.0,536.9,5
Angel Sanchez,312.5,0,198.5,384.0,0,298.3333333333333,3
Candon Myles,0,0,0,140.0,0,140.0,1
Mat Gamel,275.0,0,162.0,362.0,292.5,272.875,4
Edinson Rincon,400.0,0,71.5,383.0,0,284.8333333333333,3
Michael Antonio,0,0,52.5,281.5,0,167.0,2
Ricardo Nanita,0,0,81.0,425.5,0,253.25,2
Alex Dickerson,0,0,67.5,374.0,0,220.75,2
Camden Maron,0,0,55.5,253.0,0,154.25,2
Sam Honeck,0,0,48.0,0,0,48.0,1
Jerod Yakubik,0,0,63.0,0,0,63.0,1
Andrew Means,0,0,66.0,270.5,0,168.25,2
Steve Pearce,0,0,80.5,316.5,100.0,165.66666666666666,3
Jin-Ho Shin,0,0,43.0,192.0,0,117.5,2
Alex Williams,0,0,37.5,259.0,0,148.25,2
Blake Forsythe,0,0,50.0,288.0,0,169.0,2
Kendrys Morales,352.5,549.0,440.5,390.5,468.0,440.1,5
Jon Townsend,0,0,64.5,0,0,64.5,1
Bryan Lippincott,0,0,0,210.5,0,210.5,1
Domnit Bolivar,0,0,63.5,0,0,63.5,1
Bradley Salgado,0,0,29.0,157.5,0,93.25,2
Torsten Boss,0,0,59.0,311.0,0,185.0,2
Phillips Castillo,0,0,37.0,173.0,0,105.0,2
Roberto Ortiz,0,0,48.0,0,0,48.0,1
Cale Iorg,182.0,0,53.0,244.0,0,159.66666666666666,3
Matthew Cerda,0,0,68.0,359.0,0,213.5,2
Luis De La Cruz,0,0,71.5,221.0,0,146.25,2
Sandy Madera,0,0,83.0,0,0,83.0,1
Rolando Gomez,0,0,57.5,260.5,0,159.0,2
Henderson Peralta,0,0,42.5,0,0,42.5,1
Angel Pagan,531.0,599.0,599.5,529.0,519.0,555.5,5
Zach Collier,297.5,0,59.5,340.5,0,232.5,3
Eric Farris,354.5,0,74.5,378.5,0,269.1666666666667,3
Chad Noble,0,0,56.5,204.5,0,130.5,2
Peter Mooney,0,0,0,281.0,0,281.0,1
Sean Nicol,0,0,59.5,239.5,0,149.5,2
Johan Limonta,0,0,74.0,0,0,74.0,1
Victor Martinez,414.5,564.5,465.5,521.0,482.5,489.6,5
Darwin Barney,484.5,492.0,428.5,441.0,489.5,467.1,5
Michael Rooney,0,0,60.5,226.0,0,143.25,2
Michael Saunders,397.0,522.5,373.0,419.5,374.0,417.2,5
Alejandro Garcia,0,0,0,94.5,0,94.5,1
Brennan Gowens,0,0,52.5,240.0,0,146.25,2
Chris Gimenez,210.0,0,68.5,272.5,0,183.66666666666666,3
Omar Mendoza,0,0,58.0,0,0,58.0,1
Jesus Galindo,0,0,56.5,294.0,0,175.25,2
Maxwell Moroff,0,0,0,153.0,0,153.0,1
Dustin Harrington,0,0,62.5,195.5,0,129.0,2
Vladimir Frias,0,0,63.0,0,0,63.0,1
Hildemaro Vargas,0,0,62.5,238.5,0,150.5,2
Jon Gaston,215.0,0,72.0,0,0,143.5,2
Jeremy Barfield,0,0,70.0,397.5,0,233.75,2
Robert Lyerly,0,0,68.0,0,0,68.0,1
Conor Gillaspie,434.0,0,124.0,425.0,140.5,280.875,4
Caleb Bushyhead,0,0,0,237.5,0,237.5,1
Jonathan Schwind,0,0,50.0,178.0,0,114.0,2
Kevin Medrano,0,0,56.5,316.5,0,186.5,2
Kiel Roling,0,0,75.5,291.0,0,183.25,2
Andrew Clark,0,0,68.5,0,0,68.5,1
Dom Altobelli,0,0,56.5,0,0,56.5,1
Robby Price,0,0,73.0,396.0,0,234.5,2
Burundi Davis,0,0,49.0,0,0,49.0,1
Jurickson Profar,508.0,432.5,259.0,424.0,237.0,372.1,5
J.B. Shuck,366.0,0,77.0,392.0,0,278.3333333333333,3
Pedro Severino,0,0,46.5,159.0,0,102.75,2
Stephen Mcquail,0,0,45.5,0,0,45.5,1
Danny Vicioso,0,0,52.5,196.0,0,124.25,2
Alex Gordon,568.5,698.0,596.0,567.0,576.0,601.1,5
Franco Pizzoli,0,0,51.5,0,0,51.5,1
Josh Garton,0,0,51.0,0,0,51.0,1
Travis Scott,0,0,69.0,0,0,69.0,1
Ryan Lavarnway,426.5,0,96.0,450.5,89.0,265.5,4
Theodis Bowe,0,0,59.0,296.5,0,177.75,2
Steven Caseres,0,0,62.5,0,0,62.5,1
Don Kelly,199.5,0,71.0,252.5,0,174.33333333333334,3
Tyler Hanover,0,0,55.5,321.5,0,188.5,2
Torii Hunter,513.0,512.5,446.0,466.5,507.0,489.0,5
Micah Owings,20.0,0,0,0,0,20.0,1
Ryan Cuneo,0,0,58.0,0,0,58.0,1
Candido Pimentel,0,0,51.5,200.0,0,125.75,2
Andrew Longley,0,0,0,193.0,0,193.0,1
Juan Mota,0,0,46.0,0,0,46.0,1
Enderson Mercedes,0,0,32.5,0,0,32.5,1
Darin Holcomb,0,0,77.0,0,0,77.0,1
Jose Lobaton,174.5,0,98.0,292.5,168.0,183.25,4
Christian Colon,341.0,0,77.0,435.0,0,284.3333333333333,3
Sean Kazmar,282.0,0,62.0,300.5,0,214.83333333333334,3
Gabriel Lino,0,0,48.0,216.0,0,132.0,2
Matt Duffy,0,0,52.0,260.5,0,156.25,2
Alfonso Soriano,474.5,494.5,411.0,430.0,488.0,459.6,5
Tyler Henson,287.0,0,59.5,0,0,173.25,2
Joey Gathright,98.5,0,68.0,0,0,83.25,2
Raynolds Guzman,0,0,50.0,0,0,50.0,1
Rob Brantly,414.0,355.0,230.0,405.5,357.5,352.4,5
Evan Marzilli,0,0,54.0,259.5,0,156.75,2
Xander Bogaerts,365.5,0,77.0,369.0,0,270.5,3
Cavan Cohoes,0,0,0,119.0,0,119.0,1
Jeff Bailey,0,0,71.5,0,0,71.5,1
Lance Rymel,0,0,0,164.0,0,164.0,1
Gilbert Gomez,0,0,54.5,234.0,0,144.25,2
Robert Stumpo,0,0,67.5,202.5,0,135.0,2
Neftali Rosario,0,0,0,137.0,0,137.0,1
Hitaniel Arias,0,0,42.0,0,0,42.0,1
Jake Schlander,0,0,52.5,0,0,52.5,1
Keenyn Walker,269.0,0,49.5,281.0,0,199.83333333333334,3
Vince Belnome,0,0,69.5,337.5,0,203.5,2
Jorge Posada,0,0,77.5,0,0,77.5,1
James Skelton,0,0,62.0,0,0,62.0,1
Juan Centeno,203.5,0,67.5,256.0,0,175.66666666666666,3
Phildrick Llewellyn,0,0,0,132.0,0,132.0,1
Jose Fernandez,0,0,44.5,160.0,0,102.25,2
Steven Fuentes,0,0,43.0,149.5,0,96.25,2
Nick Ramirez,0,0,46.0,325.5,0,185.75,2
Eder Salcedo,0,0,65.5,0,0,65.5,1
Matthew Snyder,0,0,58.0,311.0,0,184.5,2
Kyle Dhanani,0,0,52.5,0,0,52.5,1
Adrian Sanchez,0,0,58.5,328.5,0,193.5,2
Mark Ginther,0,0,44.5,280.0,0,162.25,2
Leobardo Arauz,0,0,67.5,0,0,67.5,1
Ian Gac,291.0,0,67.0,360.0,0,239.33333333333334,3
Jerad Head,0,0,73.5,0,0,73.5,1
D'Arby Myers,0,0,76.5,0,0,76.5,1
Alex Lavisky,0,0,44.0,233.5,0,138.75,2
Luke Hughes,206.0,0,63.0,310.5,0,193.16666666666666,3
Edwin Moreno,0,0,52.5,227.0,0,139.75,2
Luke Anders,0,0,67.0,320.5,0,193.75,2
Jared Mitchell,283.0,0,59.0,297.5,0,213.16666666666666,3
Fidel Hernandez,0,0,67.5,0,0,67.5,1
Felix Munoz,0,0,45.0,0,0,45.0,1
Rosario Irazoqui,0,0,50.0,0,0,50.0,1
Rusty Ryal,208.5,0,71.0,211.5,0,163.66666666666666,3
Alexander Simon,0,0,47.0,0,0,47.0,1
Evan Chambers,0,0,57.0,322.5,0,189.75,2
Alan Sharkey,0,0,0,192.0,0,192.0,1
Odubel Herrera,0,0,65.5,327.0,0,196.25,2
Zach Zaneski,0,0,73.5,276.0,0,174.75,2
Hernan Perez,381.0,0,68.0,377.5,0,275.5,3
Ryan Jones,0,0,50.5,226.5,0,138.5,2
Ben Francisco,193.0,0,109.5,283.5,178.0,191.0,4
Ty Wigginton,313.0,313.0,201.5,371.0,227.5,285.2,5
Daniel Barbuena,0,0,45.0,211.5,0,128.25,2
Mookie Betts,0,0,53.5,198.5,0,126.0,2
Wilfred Pichardo,0,0,72.5,0,0,72.5,1
Alonzo Harris,0,0,63.0,358.5,0,210.75,2
Michael Bourn,557.5,599.0,545.5,529.5,577.5,561.8,5
Ty Wright,291.0,0,76.0,324.5,0,230.5,3
Geulin Beltre,0,0,58.0,294.5,0,176.25,2
Albino Contreras,0,0,67.0,0,0,67.0,1
Taylor Ard,0,0,48.5,372.5,0,210.5,2
Tim Morris,0,0,53.5,0,0,53.5,1
Tim Beckham,326.0,0,66.0,382.5,0,258.1666666666667,3
Patrick Hutcheson,0,0,49.0,201.5,0,125.25,2
Chris Henderson,0,0,54.5,0,0,54.5,1
Norichika Aoki,549.0,640.0,591.5,547.0,551.5,575.8,5
Tyler Chism,0,0,50.0,270.5,0,160.25,2
William Castillo,0,0,53.5,188.0,0,120.75,2
John Polonius,0,0,0,244.0,0,244.0,1
Luis Rodriguez,255.5,0,76.0,395.0,0,242.16666666666666,3
Wilmer Difo,0,0,45.0,263.0,0,154.0,2
Benjamin Gonzalez,0,0,49.5,287.0,0,168.25,2
Alan Schoenberger,0,0,53.0,0,0,53.0,1
Benjamin Gamel,0,0,59.5,265.5,0,162.5,2
Tyler Rahmatulla,0,0,56.0,298.5,0,177.25,2
Darwin Rivera,0,0,47.0,222.0,0,134.5,2
Ryan Lollis,0,0,76.0,363.0,0,219.5,2
Reggie Keen,0,0,56.5,320.0,0,188.25,2
Reggie Williams,0,0,59.0,147.0,0,103.0,2
Eduardo Rangel,0,0,42.5,151.5,0,97.0,2
Francisco Peguero,387.0,0,76.0,396.5,0,286.5,3
Jose Arevalo,0,0,48.5,0,0,48.5,1
Ryan Kalish,278.0,0,75.5,286.5,0,213.33333333333334,3
Corey Adamson,0,0,44.5,266.5,0,155.5,2
Renny Osuna,0,0,71.5,0,0,71.5,1
Aaron Lowenstein,0,0,62.5,0,0,62.5,1
Brian Bixler,220.0,0,66.0,264.0,0,183.33333333333334,3
Blake Dean,0,0,61.0,0,0,61.0,1
Carlos Willoughby,0,0,53.0,260.5,0,156.75,2
Dwight Smith,0,0,49.0,223.0,0,136.0,2
Joseph Bonadonna,0,0,52.0,0,0,52.0,1
Jose Vallejo,0,0,61.0,0,0,61.0,1
Willians Astudillo,0,0,57.0,233.0,0,145.0,2
Chad Moeller,0,0,0,211.0,0,211.0,1
Bryson Myles,0,0,56.0,353.5,0,204.75,2
Nick Ciolli,0,0,62.5,0,0,62.5,1
John Whitaker,0,0,59.5,332.0,0,195.75,2
Steve Selsky,0,0,69.5,356.0,0,212.75,2
Adam Matthews,0,0,0,212.0,0,212.0,1
Mark Reed,0,0,62.5,190.5,0,126.5,2
Jeremias Pineda,0,0,47.5,211.5,0,129.5,2
Chris Mcconnell,0,0,52.5,0,0,52.5,1
Brian Anderson,0,0,0,316.0,0,316.0,1
Michael Snyder,0,0,51.0,228.0,0,139.5,2
Ryan Howard,421.0,530.0,448.0,424.0,488.5,462.3,5
Renaldo Jenkins,0,0,47.5,173.5,0,110.5,2
Freddy Sandoval,0,0,69.5,0,0,69.5,1
Diego Gonzalez,0,0,53.0,0,0,53.0,1
Bryant Flete,0,0,49.5,0,0,49.5,1
Lance Jeffries,0,0,38.0,152.0,0,95.0,2
Tae-hyeok Nam,0,0,38.0,173.0,0,105.5,2
Jhonny Peralta,467.5,459.0,387.0,470.5,485.5,453.9,5
Bryce Brentz,355.5,0,75.5,398.0,0,276.3333333333333,3
Hector Veloz,0,0,40.5,229.0,0,134.75,2
Jeff Baker,163.5,0,80.5,251.0,0,165.0,3
Ryan Cavan,0,0,70.0,383.0,0,226.5,2
Salomon Manriquez,0,0,68.5,0,0,68.5,1
Ethan Paquette,0,0,46.0,0,0,46.0,1
Cesar Hernandez,434.0,0,73.5,87.5,0,198.33333333333334,3
Luis Cortez,0,0,42.5,162.0,0,102.25,2
Jason Christian,0,0,62.5,0,0,62.5,1
Ryan Shealy,0,0,75.5,0,0,75.5,1
Carlos Valencia,0,0,64.0,0,0,64.0,1
David Colina,0,0,0,157.5,0,157.5,1
Jose Julio Ruiz,0,0,76.0,0,0,76.0,1
Luis Paulino,0,0,0,306.0,0,306.0,1
Mark Reynolds,439.0,497.0,419.0,446.0,484.5,457.1,5
Matt Wieters,501.5,528.5,420.5,470.0,546.0,493.3,5
Giancarlo Stanton,622.5,697.5,635.5,625.5,624.5,641.1,5
Zach Babitt,0,0,0,160.5,0,160.5,1
Danny Lehmann,0,0,63.5,219.5,0,141.5,2
Zach Booker,0,0,0,142.5,0,142.5,1
Will Vazquez,0,0,66.0,0,0,66.0,1
Welinton Ramirez,0,0,54.5,0,0,54.5,1
Chris Jacobs,0,0,59.5,249.5,0,154.5,2
Jake Kahaulelio,0,0,63.0,0,0,63.0,1
Felix Marte,0,0,41.0,224.5,0,132.75,2
Humberto Sosa,0,0,59.5,0,0,59.5,1
Jesus Araiza,0,0,44.5,227.5,0,136.0,2
Brent Greer,0,0,50.5,0,0,50.5,1
Jeffer Patino,0,0,49.0,0,0,49.0,1
Oscar Ramirez,0,0,60.5,0,0,60.5,1
Jose Ramirez,0,0,47.0,211.0,0,129.0,2
Brennan Metzger,0,0,66.0,277.0,0,171.5,2
Brian Gump,0,0,51.0,0,0,51.0,1
Zach Walters,0,0,62.5,380.0,0,221.25,2
Jason Leblebijian,0,0,45.0,228.0,0,136.5,2
Anderson Hernandez,295.0,0,72.0,423.0,0,263.3333333333333,3
Justin Morneau,384.0,516.0,407.5,421.0,483.0,442.3,5
Josh Henderson,0,0,0,116.5,0,116.5,1
George Araujo,0,0,39.0,0,0,39.0,1
Nick Longmire,0,0,51.5,318.0,0,184.75,2
Charlie Culberson,499.5,0,78.5,398.0,0,325.3333333333333,3
Jordan Kreke,0,0,58.0,0,0,58.0,1
Keith Werman,0,0,0,212.0,0,212.0,1
Cesar Gonzalez,0,0,47.0,0,0,47.0,1
Brent Morel,327.0,0,107.0,329.5,112.0,218.875,4
Daniel Black,0,0,66.0,301.5,0,183.75,2
Rando Moreno,0,0,45.5,0,0,45.5,1
Michel Abreu,0,0,79.0,0,0,79.0,1
James Rice,0,0,56.5,307.5,0,182.0,2
Andrew Heid,0,0,73.5,322.0,0,197.75,2
Bradley Marquez,0,0,0,128.5,0,128.5,1
Mike Zunino,0,242.5,98.0,342.0,0,227.5,3
Dustin Ackley,552.0,626.5,528.5,527.5,522.0,551.3,5
Val Pascucci,269.0,0,61.0,0,0,165.0,2
Eduardo De Oleo,0,0,0,173.0,0,173.0,1
Brandon Hicks,291.0,0,62.5,293.5,83.0,182.5,4
Jose Duarte,0,0,39.0,140.0,0,89.5,2
Daniel Descalso,367.0,366.5,279.0,374.0,323.5,342.0,5
Jose Leal,0,0,0,95.5,0,95.5,1
Gerardo Avila,0,0,56.0,0,0,56.0,1
Rob Segedin,0,0,70.5,381.0,0,225.75,2
Brayan Pena,173.5,0,76.5,271.5,127.0,162.125,4
J.B. Brown,0,0,55.0,0,0,55.0,1
Brian Dinkelman,296.5,0,66.0,354.0,0,238.83333333333334,3
Rashynol Michel,0,0,42.0,132.5,0,87.25,2
Samuel Kimmel,0,0,53.5,329.0,0,191.25,2
Matt Nuzzo,0,0,51.0,0,0,51.0,1
Joe Sanders,0,0,63.5,0,0,63.5,1
Justin Upton,585.0,687.0,643.0,571.5,593.5,616.0,5
Tyler Pastornicky,386.5,0,113.0,382.0,0,293.8333333333333,3
Jordan Danks,327.0,0,105.0,340.5,121.5,223.5,4
Kenneth Peoples-Walls,0,0,45.0,147.5,0,96.25,2
Jose Reyes,602.5,652.5,620.0,605.5,623.0,620.7,5
Justino Cuevas,0,0,54.0,0,0,54.0,1
Chris Diaz,0,0,44.0,243.0,0,143.5,2
Max Ramirez,262.0,0,75.0,398.0,0,245.0,3
Randolph Oduber,0,0,56.0,241.5,0,148.75,2
Anthony Howard,0,0,45.5,0,0,45.5,1
Luis Martin,0,0,31.5,0,0,31.5,1
Anthony Phillips,0,0,53.0,241.0,0,147.0,2
Brian Peacock,0,0,58.5,0,0,58.5,1
Randy Cesar,0,0,48.0,0,0,48.0,1
Eric Smith,0,0,51.5,299.5,0,175.5,2
Nolan Fontana,0,0,51.5,236.0,0,143.75,2
Bengie Molina,0,0,0,348.0,0,348.0,1
Hector Mercedes,0,0,39.0,232.0,0,135.5,2
Jesus Castillo,0,0,63.5,0,0,63.5,1
Josh Prince,311.0,0,65.0,383.5,0,253.16666666666666,3
Tyrone Taylor,0,0,0,156.5,0,156.5,1
Daniel Vogelbach,0,0,57.0,222.5,0,139.75,2
Luis Madrid,0,0,50.0,0,0,50.0,1
Robert Andino,310.0,250.5,145.0,369.5,194.5,253.9,5
Dane Phillips,0,0,42.0,298.5,0,170.25,2
Chad Johnson,0,0,44.5,156.0,0,100.25,2
Derrick Chung,0,0,0,184.0,0,184.0,1
Reynaldo Mateo,0,0,41.5,221.5,0,131.5,2
Serafin Rodriguez,0,0,67.5,0,0,67.5,1
David Kandilas,0,0,57.5,297.5,0,177.5,2
Carlos Tocci,0,0,0,140.0,0,140.0,1
Mike Lamb,0,0,66.5,0,0,66.5,1
Joe Sever,0,0,47.0,267.0,0,157.0,2
Travis Denker,0,0,72.5,0,0,72.5,1
Corey Jones,0,0,70.5,312.0,0,191.25,2
Jean Segura,465.0,464.5,329.0,480.0,301.5,408.0,5
Andres Duque,0,0,44.5,0,0,44.5,1
Joseph Wendle,0,0,57.5,245.0,0,151.25,2
Daryle Ward,0,0,79.5,0,0,79.5,1
Lou Montanez,229.5,0,72.5,0,0,151.0,2
Brian Ward,0,0,65.0,269.5,0,167.25,2
Jacob Stallings,0,0,58.0,259.0,0,158.5,2
Mark Wagner,0,0,72.0,0,0,72.0,1
Erick Soto,0,0,0,223.0,0,223.0,1
Tyler Kelly,462.5,0,72.5,415.5,0,316.8333333333333,3
Cesar Puello,269.0,0,52.5,325.0,0,215.5,3
Jorge Vazquez,0,0,68.5,0,0,68.5,1
Jai Miller,264.0,0,59.0,0,0,161.5,2
Ray Kruml,0,0,66.5,0,0,66.5,1
David Wright,572.5,675.5,590.5,572.0,608.0,603.7,5
Tyler Colvin,427.0,437.5,337.5,376.5,253.5,366.4,5
Clifford Sandford,0,0,47.5,0,0,47.5,1
Gregory Pron,0,0,45.5,269.0,0,157.25,2
Brandon Bantz,0,0,56.0,219.5,0,137.75,2
Henry Wrigley,0,0,73.5,456.5,0,265.0,2
Todd Hankins,0,0,50.5,270.0,0,160.25,2
Wilmer Flores,491.0,0,87.5,561.0,0,379.8333333333333,3
Bruce Maxwell,0,0,48.0,265.0,0,156.5,2
Rodolfo Penalo,0,0,47.0,0,0,47.0,1
Lucas Bailey,0,0,48.0,214.5,0,131.25,2
Steve Clevenger,269.0,155.0,75.5,319.5,0,204.75,4
Nick Ahmed,443.5,0,59.0,392.5,0,298.3333333333333,3
Stefan Welch,0,0,69.5,416.5,0,243.0,2
Rubi Silva,0,0,68.0,369.5,0,218.75,2
Marvin Lowrance,0,0,74.5,0,0,74.5,1
Jake Fox,241.5,0,80.5,0,0,161.0,2
Brian Rike,0,0,72.0,264.0,0,168.0,2
Zach Maggard,0,0,61.0,174.0,0,117.5,2
Brent Tanner,0,0,42.5,259.5,0,151.0,2
Josmar Cordero,0,0,55.5,0,0,55.5,1
Rico Noel,0,0,50.5,361.5,0,206.0,2
Pat Cantwell,0,0,48.5,285.5,0,167.0,2
Maxx Tissenbaum,0,0,55.0,334.0,0,194.5,2
Miguel Gonzalez,0,0,63.0,245.0,0,154.0,2
Lou Marson,220.0,0,91.0,286.0,200.0,199.25,4
Daniel Lopez,0,0,53.0,265.0,0,159.0,2
Joe Andrade,0,0,0,177.5,0,177.5,1
Jorge Rivero,0,0,48.5,255.5,0,152.0,2
Kentrail Davis,369.0,0,64.5,396.0,0,276.5,3
Jason Smit,0,0,61.0,0,0,61.0,1
Leopoldo Correa,0,0,48.5,193.0,0,120.75,2
Anthony Garcia,0,0,57.5,307.0,0,182.25,2
Dusty Coleman,0,0,48.0,293.5,0,170.75,2
Roger Kieschnick,278.5,0,77.5,314.5,0,223.5,3
Chuckie Caufield,0,0,67.0,0,0,67.0,1
Humberto Quintero,162.0,0,63.0,259.5,84.5,142.25,4
Manuel Hernandez,0,0,41.0,205.5,0,123.25,2
Will Howard,0,0,47.5,244.5,0,146.0,2
Bobby Stevens,0,0,64.5,0,0,64.5,1
Mark Canha,0,0,63.0,0,0,63.0,1
Michael Brenly,0,0,59.5,262.0,0,160.75,2
Ariel Estades,0,0,42.0,139.5,0,90.75,2
Neil Sellers,0,0,67.0,0,0,67.0,1
Zack Macphee,0,0,53.0,268.5,0,160.75,2
Horacio Vasquez,0,0,55.5,0,0,55.5,1
Jorge Cortes,0,0,81.0,0,0,81.0,1
Jeremy Mayo,0,0,55.5,0,0,55.5,1
Patrick Wisdom,0,0,47.5,281.0,0,164.25,2
Jose Barraza,0,0,34.0,122.5,0,78.25,2
Jorge Padron,0,0,75.5,0,0,75.5,1
Cameron Seitzer,0,0,57.5,374.5,0,216.0,2
Jon Leroux,0,0,0,192.0,0,192.0,1
Michael Turay,0,0,0,171.5,0,171.5,1
Willie Bloomquist,246.0,0,111.0,293.0,151.5,200.375,4
Jeremy Nowak,0,0,58.0,277.5,0,167.75,2
Anderson Yance,0,0,46.0,191.5,0,118.75,2
Wulimer Becerra,0,0,0,115.5,0,115.5,1
Trayvon Robinson,303.5,0,70.0,408.0,108.0,222.375,4
Boomer Whiting,0,0,61.0,0,0,61.0,1
Sam Fuld,232.0,0,150.5,298.0,170.0,212.625,4
Mike Garza,0,0,51.5,316.0,0,183.75,2
Michael Williams,0,0,45.5,213.0,0,129.25,2
Clark Murphy,0,0,40.5,0,0,40.5,1
Chris Parmelee,452.5,402.0,290.5,512.5,328.0,397.1,5
Ben Zobrist,581.0,649.0,592.0,571.0,653.0,609.2,5
Luis Cruz,412.5,386.0,49.5,498.0,338.5,336.9,5
Cleuluis Rondon,0,0,44.0,220.5,0,132.25,2
Andrew Campbell,0,0,45.0,185.0,0,115.0,2
Chad Lewis,0,0,45.5,185.5,0,115.5,2
Munenori Kawasaki,305.0,0,67.5,335.0,0,235.83333333333334,3
Chris Frey,0,0,73.0,0,0,73.0,1
Jhonny Medrano,0,0,52.0,0,0,52.0,1
Andrew Velazquez,0,0,0,175.5,0,175.5,1
Jake Elmore,392.5,0,73.5,404.5,0,290.1666666666667,3
Gustavo Molina,128.0,0,63.0,247.5,0,146.16666666666666,3
Shin-Soo Choo,553.5,639.0,570.5,491.0,536.0,558.0,5
Kieron Pope,0,0,52.0,0,0,52.0,1
Ryan Roberts,353.0,330.0,212.0,420.5,229.5,309.0,5
Brennan Boesch,431.5,341.5,220.0,435.5,160.0,317.7,5
Carlos Alonso,0,0,65.5,310.0,0,187.75,2
Ivan Rodriguez,0,0,64.5,228.5,0,146.5,2
Mark Haddow,0,0,67.0,338.5,0,202.75,2
Kreiber Auciello,0,0,0,96.0,0,96.0,1
David Macias,0,0,65.0,0,0,65.0,1
Rafael De La Cruz,0,0,42.0,0,0,42.0,1
Alex Hassan,313.5,0,76.0,400.5,0,263.3333333333333,3
Justin Ruggiano,368.0,501.5,373.5,399.5,451.0,418.7,5
Quincy Latimore,0,0,69.5,389.0,0,229.25,2
Zach Gentile,0,0,67.5,247.0,0,157.25,2
