Name,Zips,Fans,Steamer,Oliver,Rotochamp,Average,Total
Markus Brisker,0,0,43.5,230.5,0,137.0,2
Carlos Gonzalez,670.0,648.0,39.0,566.5,629.0,510.5,5
Henry Blanco,61.0,0,69.5,171.5,0,100.66666666666667,3
Matt Miller,0,0,74.5,0,0,74.5,1
Drew Beuerlein,0,0,0,207.0,0,207.0,1
Wilton Martinez,0,0,52.5,0,0,52.5,1
Jose Mayorga,0,0,49.0,155.0,0,102.0,2
Mario Santana,0,0,58.5,0,0,58.5,1
Doug Bream,0,0,57.5,0,0,57.5,1
Ismel Antunez,0,0,45.5,183.5,0,114.5,2
Shane Victorino,575.0,579.5,548.5,534.5,579.0,563.3,5
Darren Ford,281.0,0,74.0,311.5,0,222.16666666666666,3
Francisco Lugo,0,0,64.5,0,0,64.5,1
Gabriel Guerrero,0,0,54.0,293.0,0,173.5,2
Hunter Jones,0,0,46.0,156.0,0,101.0,2
Dixon Machado,308.5,0,52.0,274.0,0,211.5,3
Neiko Johnson,0,0,48.5,0,0,48.5,1
Jonathan Villar,332.5,0,68.5,359.0,0,253.33333333333334,3
Yoel Araujo,0,0,40.0,210.5,0,125.25,2
Mitch Nilsson,0,0,0,162.5,0,162.5,1
Matthew Skirving,0,0,47.5,0,0,47.5,1
Adrian Martinez,0,0,40.5,157.5,0,99.0,2
Daniel Rams,0,0,57.0,254.5,0,155.75,2
Chance Ross,0,0,0,173.0,0,173.0,1
Nicholas Francis,0,0,79.0,0,0,79.0,1
Tony Delmonico,0,0,54.0,0,0,54.0,1
Nelson Teilon,0,0,62.0,0,0,62.0,1
Timmy Lopes,0,0,60.0,229.0,0,144.5,2
Jesus Rodriguez,0,0,46.0,0,0,46.0,1
Eric Sogard,363.5,0,83.5,372.0,0,273.0,3
James Howick,0,0,46.5,0,0,46.5,1
Leon Canelon,0,0,43.5,0,0,43.5,1
Jonel Pacheco,0,0,71.0,0,0,71.0,1
Donell Linares,0,0,72.0,0,0,72.0,1
Gilberto Galaviz,0,0,59.0,0,0,59.0,1
David Rohm,0,0,60.0,290.5,0,175.25,2
Logan Forsythe,347.5,418.0,300.0,370.5,419.0,371.0,5
Eliezer Alvarez,0,0,47.5,0,0,47.5,1
Derrick Loveless,0,0,0,127.5,0,127.5,1
Hector Paez,0,0,60.0,0,0,60.0,1
Victor Liriano,0,0,39.5,0,0,39.5,1
Angelo Mora,0,0,44.5,211.0,0,127.75,2
Rodrigo Aguirre,0,0,53.5,0,0,53.5,1
Cody Asche,0,0,73.0,433.5,0,253.25,2
Justin Maxwell,268.0,414.5,329.5,304.0,349.5,333.1,5
Enmanuel Paulino,0,0,41.0,0,0,41.0,1
Douglas Crumlich,0,0,50.5,283.0,0,166.75,2
Omar De La Torre,0,0,62.0,0,0,62.0,1
Aaron Hill,571.0,623.0,569.0,522.0,582.5,573.5,5
Marcus Bradley,0,0,52.0,150.0,0,101.0,2
Pat Stover,0,0,0,208.0,0,208.0,1
Byron Buxton,0,0,0,189.0,0,189.0,1
Andrew Burns,0,0,49.0,230.5,0,139.75,2
Jose Carlos Thompson,0,0,61.5,0,0,61.5,1
Mike Zuanich,0,0,84.0,273.5,0,178.75,2
Mitch Maier,179.5,0,69.5,255.0,0,168.0,3
David Popkins,0,0,0,202.0,0,202.0,1
Miguel Rodriguez,0,0,0,164.0,0,164.0,1
Cole Garner,234.5,0,79.5,264.5,0,192.83333333333334,3
Beau Amaral,0,0,53.0,320.5,0,186.75,2
Jorge De Leon,0,0,0,270.0,0,270.0,1
Ryan Rieger,0,0,47.5,0,0,47.5,1
Casey Blake,0,0,69.0,290.5,0,179.75,2
Glynn Davis,0,0,56.5,313.0,0,184.75,2
Alexis Rivera,0,0,55.0,204.5,0,129.75,2
Jon Edwards,0,0,0,248.5,0,248.5,1
Victor Mercedes,0,0,73.5,0,0,73.5,1
Hunter Morris,467.0,0,254.5,443.0,0,388.1666666666667,3
Andrew Russell,0,0,0,236.0,0,236.0,1
Trevor Story,0,0,56.5,300.5,0,178.5,2
Guy Edmonds,0,0,39.0,157.5,0,98.25,2
Adam Mcconnell,0,0,0,219.5,0,219.5,1
Scott Krieger,0,0,62.0,0,0,62.0,1
Luis Sierra,0,0,66.0,257.5,0,161.75,2
Daniel Nava,306.5,0,156.5,403.0,140.0,251.5,4
Bubba Starling,0,0,154.0,212.0,0,183.0,2
Jordan Poole,0,0,0,151.5,0,151.5,1
Ryan Dent,0,0,64.5,0,0,64.5,1
Richard Rodriguez,0,0,49.5,0,0,49.5,1
Eric Groff,0,0,66.0,0,0,66.0,1
Kevin Patterson,0,0,54.0,292.0,0,173.0,2
Juniel Querecuto,0,0,47.5,235.5,0,141.5,2
Edwin Fuentes,0,0,49.5,0,0,49.5,1
Hilario Villa,0,0,0,131.5,0,131.5,1
Ryan Garko,0,0,76.5,0,0,76.5,1
Everett Williams,0,0,47.5,240.5,0,144.0,2
Jose Pena,0,0,43.0,262.5,0,152.75,2
Andruth Ramirez,0,0,0,156.5,0,156.5,1
Gregory Polanco,0,0,359.5,306.5,0,333.0,2
Alfredo Escalera-Maldonado,0,0,46.5,138.5,0,92.5,2
Andrew Lambo,234.0,0,68.5,307.5,0,203.33333333333334,3
Brandon Laird,450.0,0,77.0,426.0,0,317.6666666666667,3
Angel Villalona,0,0,58.0,330.5,0,194.25,2
Henry Garcia,0,0,53.0,0,0,53.0,1
Keith Castillo,0,0,54.0,180.0,0,117.0,2
Amadeo Zazueta,0,0,63.5,218.0,0,140.75,2
Dutch Deol,0,0,0,142.5,0,142.5,1
Jordan Galvez,0,0,44.0,206.0,0,125.0,2
Nick Markakis,548.5,672.0,621.5,540.0,634.5,603.3,5
Hilton Richardson,0,0,51.0,0,0,51.0,1
Jonniel Mier Y Teran,0,0,34.5,0,0,34.5,1
Marcus Nidiffer,0,0,50.0,0,0,50.0,1
Daniel Pigott,0,0,0,264.0,0,264.0,1
Kurt Suzuki,424.5,303.0,192.0,398.0,166.0,296.7,5
Mike Martinez,0,0,0,236.5,0,236.5,1
Jason Place,0,0,71.0,0,0,71.0,1
Drew Robinson,0,0,50.5,255.0,0,152.75,2
Pedro Gonzalez,0,0,50.5,249.5,0,150.0,2
Christian Vazquez,319.0,0,69.0,334.0,0,240.66666666666666,3
Elvis Andrus,564.0,633.5,572.0,550.0,607.0,585.3,5
Shaun Cooper,0,0,47.0,0,0,47.0,1
Bralin Jackson,0,0,0,157.0,0,157.0,1
Tim Roberson,0,0,0,223.0,0,223.0,1
Steve Singleton,0,0,72.0,0,0,72.0,1
Javier Azcona,0,0,49.0,225.0,0,137.0,2
Anthony Gallas,0,0,69.5,305.5,0,187.5,2
Juancito Martinez,0,0,43.0,0,0,43.0,1
Brett Nicholas,0,0,61.0,355.0,0,208.0,2
Murray Watts,0,0,52.5,313.5,0,183.0,2
Jesus Gonzalez,0,0,42.0,150.5,0,96.25,2
Jeffrey Popick,0,0,0,213.5,0,213.5,1
Xavier Avery,406.5,0,67.5,436.5,0,303.5,3
Carlos Rojas,0,0,54.0,0,0,54.0,1
Freddy Zorrilla,0,0,0,109.0,0,109.0,1
Roman Pena,0,0,58.0,0,0,58.0,1
David Adams,264.0,0,80.0,295.5,0,213.16666666666666,3
Ricky Gingras,0,0,0,168.0,0,168.0,1
Miguel Cairo,147.0,0,69.5,220.0,0,145.5,3
Luis Nieblas,0,0,54.5,0,0,54.5,1
Iker Franco,0,0,60.5,0,0,60.5,1
Raul Mondesi Jr.,0,0,38.5,215.5,0,127.0,2
Tyler Latorre,100.0,0,67.0,208.5,0,125.16666666666667,3
Sam Mende,0,0,58.0,305.5,0,181.75,2
Kolbrin Vitek,0,0,68.5,321.0,0,194.75,2
Tyler Gibson,0,0,38.5,134.0,0,86.25,2
Ronnierd Garcia,0,0,41.5,189.0,0,115.25,2
Michael Young,522.5,549.0,489.0,522.5,556.5,527.9,5
Daniel Fornes,0,0,63.0,0,0,63.0,1
Greg Golson,392.5,0,68.5,0,0,230.5,2
Emerson Landoni,0,0,64.0,231.5,0,147.75,2
Tim Pahuta,0,0,61.5,0,0,61.5,1
Adam Younger,0,0,52.0,0,0,52.0,1
Evan Frey,0,0,72.0,384.5,0,228.25,2
Jackson Whitley,0,0,45.0,164.0,0,104.5,2
Cameron Conner,0,0,39.5,0,0,39.5,1
Erick Gonzalez,0,0,52.0,0,0,52.0,1
Carlos Santana,530.0,594.0,481.0,545.0,590.5,548.1,5
Yan Gomes,267.5,0,85.5,342.0,0,231.66666666666666,3
Ramon Castro,46.0,0,78.0,148.0,0,90.66666666666667,3
Jeremy Barnes,0,0,62.5,0,0,62.5,1
Tommy Coyle,0,0,50.0,295.0,0,172.5,2
Justin Christian,363.5,0,83.0,489.5,0,312.0,3
Jesmuel Valentin,0,0,0,198.5,0,198.5,1
Joe Benson,307.5,0,109.5,373.0,148.5,234.625,4
Mike Meyers,0,0,0,128.0,0,128.0,1
Nick Delmonico,0,0,181.0,315.5,0,248.25,2
Mike Carp,387.5,0,139.0,406.0,113.0,261.375,4
Jordan Weems,0,0,44.5,176.5,0,110.5,2
Anderson Bolivar,0,0,0,197.5,0,197.5,1
Ramon Urias,0,0,50.0,0,0,50.0,1
David Narodowski,0,0,53.0,0,0,53.0,1
Jorge Alfaro,0,0,46.0,225.0,0,135.5,2
Patrick Elkins,0,0,57.5,0,0,57.5,1
Brandon Inge,297.0,0,104.0,329.5,0,243.5,3
Steven Hill,0,0,76.0,304.0,0,190.0,2
Jiandido Tromp,0,0,0,152.0,0,152.0,1
John Wooten,0,0,53.5,322.0,0,187.75,2
Marco Hernandez,0,0,54.5,260.5,0,157.5,2
Luis Durango,375.0,0,68.5,377.0,0,273.5,3
Nick Hamilton,0,0,0,160.5,0,160.5,1
Warren Schaeffer,0,0,59.5,0,0,59.5,1
Steffan Wilson,0,0,64.5,0,0,64.5,1
J.P. Arencibia,385.0,349.5,255.5,375.0,309.5,334.9,5
Logan Morrison,429.0,522.5,422.5,467.0,552.5,478.7,5
Engel Beltre,434.5,0,70.5,429.5,0,311.5,3
Francisco Rosario,0,0,0,137.5,0,137.5,1
Hendry Jimenez,0,0,49.0,0,0,49.0,1
Quintin Berry,330.5,223.5,122.5,342.0,234.0,250.5,5
Salvador Sanchez,0,0,0,346.5,0,346.5,1
Exicardo Cayones,0,0,45.0,193.0,0,119.0,2
Deyvi Mejia,0,0,46.0,206.5,0,126.25,2
Edgar Lara,0,0,60.0,0,0,60.0,1
Geovany Soto,326.5,260.5,153.5,351.0,180.5,254.4,5
Kristopher Negron,311.5,0,62.5,324.5,0,232.83333333333334,3
Jesus Ustariz,0,0,50.5,207.5,0,129.0,2
Jonathan Diaz,0,0,63.0,310.0,0,186.5,2
Jay Bruce,597.5,643.5,566.0,571.5,627.5,601.2,5
Randall Thorpe,0,0,42.5,0,0,42.5,1
Dallas Poulk,0,0,58.0,0,0,58.0,1
Alejandro Villalobos,0,0,60.5,208.0,0,134.25,2
Jose Zambrano,0,0,54.0,207.5,0,130.75,2
Alex Monsalve,0,0,56.5,307.5,0,182.0,2
Noe Becerra,0,0,60.5,0,0,60.5,1
Norly Suarez,0,0,0,115.5,0,115.5,1
Andrew Romine,311.5,0,72.0,343.0,127.0,213.375,4
Jose Coronado,0,0,59.0,0,0,59.0,1
Reggie Abercrombie,0,0,70.5,0,0,70.5,1
Thomas Pham,150.0,0,71.0,238.5,0,153.16666666666666,3
Jorge Valle,0,0,58.5,0,0,58.5,1
Chris Giovinazzo,0,0,68.5,0,0,68.5,1
Felipe Burin,0,0,51.0,0,0,51.0,1
Justin Hilt,0,0,51.0,0,0,51.0,1
Corey Smith,283.0,0,69.0,0,0,176.0,2
Michael McKenry,228.0,0,86.5,297.5,153.5,191.375,4
A.J. Pierzynski,412.5,461.5,361.5,428.5,393.0,411.4,5
Aldi Guzman,0,0,0,119.0,0,119.0,1
Miles Head,432.5,0,72.5,382.5,0,295.8333333333333,3
Taylor Lewis,0,0,53.0,270.5,0,161.75,2
Wladimir Sutil,262.0,0,66.0,0,0,164.0,2
Gabriel Tenia,0,0,38.0,124.5,0,81.25,2
Mark Teahen,261.0,0,69.0,291.0,0,207.0,3
Kyle Jensen,362.5,0,66.0,411.5,0,280.0,3
Roberto Velasquez,0,0,55.5,0,0,55.5,1
Hershcel Powell,0,0,0,181.5,0,181.5,1
Alejandro Mejia,0,0,47.5,250.5,0,149.0,2
J.R. Towles,138.5,0,67.5,231.5,0,145.83333333333334,3
Miguel Leal,0,0,48.5,0,0,48.5,1
Byron Capellan,0,0,42.0,243.5,0,142.75,2
Carlos Vaamonde,0,0,0,102.0,0,102.0,1
Jonathan Van Every,0,0,0,251.5,0,251.5,1
Kevin Frandsen,396.5,230.0,122.0,388.0,177.5,262.8,5
Alexi Colon,0,0,0,178.5,0,178.5,1
Chase d'Arnaud,394.0,0,124.0,372.0,0,296.6666666666667,3
Drew Macias,0,0,67.5,0,0,67.5,1
Chris Burke,0,0,41.5,211.5,0,126.5,2
Tommy Medica,0,0,66.5,356.5,0,211.5,2
Matt Newman,0,0,43.5,260.5,0,152.0,2
Christopher Breen,0,0,0,136.5,0,136.5,1
Will Middlebrooks,405.5,493.0,428.0,412.5,526.5,453.1,5
Joe Dunigan,0,0,53.5,263.0,0,158.25,2
Milton Bradley,0,0,72.0,257.0,0,164.5,2
Fred Ford,0,0,41.5,210.0,0,125.75,2
Josh Bard,166.0,0,68.0,0,0,117.0,2
Will Rhymes,361.5,0,72.0,380.0,0,271.1666666666667,3
Reggie Golden,0,0,51.5,167.5,0,109.5,2
Steve Holm,93.5,0,60.0,0,0,76.75,2
Belarmino Campos,0,0,46.0,0,0,46.0,1
Xavier Nady,160.0,0,70.0,258.0,0,162.66666666666666,3
Diory Hernandez,161.5,0,64.5,0,0,113.0,2
Leonardo Gil,0,0,57.5,0,0,57.5,1
Brock Peterson,0,0,74.5,270.0,0,172.25,2
Rene Garcia,0,0,66.5,264.5,0,165.5,2
Matt Szczur,449.0,0,74.5,404.5,0,309.3333333333333,3
Neftali Soto,433.5,0,77.0,419.5,0,310.0,3
Alexy Palma,0,0,50.5,177.0,0,113.75,2
Jonathan Clark,0,0,55.0,166.5,0,110.75,2
Derek Dietrich,460.0,0,68.0,386.0,0,304.6666666666667,3
Kyle Phillips,0,0,68.5,284.5,0,176.5,2
Sharnol Adriana,0,0,62.0,0,0,62.0,1
Jesus Valdez,0,0,52.5,229.0,0,140.75,2
Paul Hoilman,0,0,44.0,327.5,0,185.75,2
Andres Santoni,0,0,48.5,0,0,48.5,1
Steven Moya,0,0,51.0,210.0,0,130.5,2
Nelalexfred Ortega,0,0,49.5,0,0,49.5,1
Jared Goedert,356.5,0,76.0,403.0,0,278.5,3
C.J. Mcelroy,0,0,50.0,193.0,0,121.5,2
John Murphy,338.5,0,72.0,345.5,0,252.0,3
Taylor Krick,0,0,63.0,0,0,63.0,1
Robbie Grossman,444.0,0,68.5,444.0,0,318.8333333333333,3
Brendan Harris,291.5,0,77.0,350.5,0,239.66666666666666,3
Matt Watson,0,0,0,330.5,0,330.5,1
Brian McCann,457.0,469.0,352.0,482.0,415.0,435.0,5
Eric Roof,0,0,51.0,0,0,51.0,1
Luis Lara,0,0,45.5,0,0,45.5,1
Josh Sale,0,0,53.5,276.0,0,164.75,2
James Mccann,0,0,62.0,268.0,0,165.0,2
Jermaine Curtis,321.0,0,72.0,422.5,0,271.8333333333333,3
J.J. Hardy,495.5,508.5,450.0,453.5,490.5,479.6,5
Justin Miller,0,0,51.5,306.5,0,179.0,2
Colby Rasmus,495.0,472.0,381.5,468.0,459.5,455.2,5
Daurys Mercedes,0,0,34.5,0,0,34.5,1
Orlando Hudson,314.5,0,71.0,342.0,267.0,248.625,4
Ivan Bellazetin,0,0,53.5,0,0,53.5,1
Justin Chigbogu,0,0,0,134.5,0,134.5,1
Neil Medchill,0,0,61.5,253.0,0,157.25,2
Jake Marisnick,440.5,0,66.5,388.5,0,298.5,3
Collin Delome,151.0,0,71.0,228.5,0,150.16666666666666,3
Tuffy Gosewisch,238.5,0,64.5,290.0,0,197.66666666666666,3
Tyler Holt,0,0,71.5,0,0,71.5,1
Brent Dlugach,155.0,0,59.5,0,0,107.25,2
Cameron Edman,0,0,47.5,240.5,0,144.0,2
Patrick Leonard,0,0,49.5,239.5,0,144.5,2
Vernon Wells,384.0,242.5,148.0,405.5,190.0,274.0,5
Micahel Ramirez,0,0,57.5,156.5,0,107.0,2
Edgar Gonzalez,0,0,79.0,0,0,79.0,1
D.J. Driggers,0,0,0,143.5,0,143.5,1
Angel Morales,0,0,54.0,284.0,0,169.0,2
Eduardo Santos,0,0,51.5,0,0,51.5,1
Michael Mergenthaler,0,0,70.0,223.5,0,146.75,2
Enrique Osorio,0,0,65.5,0,0,65.5,1
Roidany Aguila,0,0,56.0,241.5,0,148.75,2
Jared Price,0,0,56.5,0,0,56.5,1
Corban Joseph,444.0,0,77.0,449.5,0,323.5,3
Jaime Trejo,0,0,59.5,0,0,59.5,1
Ed Lucas,0,0,69.5,314.5,0,192.0,2
Julio Aparicio,0,0,48.0,0,0,48.0,1
Jose Ceballos,0,0,66.0,0,0,66.0,1
Ariel Ovando,0,0,44.0,186.0,0,115.0,2
Barfil Munoz,0,0,44.5,0,0,44.5,1
Brendan Katin,0,0,78.0,0,0,78.0,1
Cheslor Cuthbert,351.5,0,61.5,293.0,0,235.33333333333334,3
Romulo Ruiz,0,0,56.0,0,0,56.0,1
Jose Giron,0,0,49.5,0,0,49.5,1
Javier Lopez,0,0,41.0,0,0,41.0,1
Dustin Garneau,0,0,66.5,303.0,0,184.75,2
Oscar Perez,0,0,42.0,154.0,0,98.0,2
Sharlon Schoop,0,0,65.0,248.0,0,156.5,2
Cody Gabella,0,0,0,125.0,0,125.0,1
Delbis Arcila,0,0,46.5,0,0,46.5,1
Tyler Heineman,0,0,58.0,241.0,0,149.5,2
Samuel Mulroy,0,0,0,205.5,0,205.5,1
Richie Rodriguez,0,0,0,281.0,0,281.0,1
Cody Bartlett,0,0,0,198.5,0,198.5,1
Jonathan Goncalves,0,0,58.5,307.0,0,182.75,2
Robinson Arno,0,0,40.5,210.5,0,125.5,2
Orlando Sandoval,0,0,60.0,0,0,60.0,1
Travis Ishikawa,154.0,0,72.5,260.0,0,162.16666666666666,3
Brandon Miller,0,0,0,260.0,0,260.0,1
Daniel Mayora,348.5,0,72.0,400.5,0,273.6666666666667,3
Henry Moreno,0,0,51.0,0,0,51.0,1
Jose Urena,0,0,46.5,0,0,46.5,1
Yeicok Calderon,0,0,47.5,210.5,0,129.0,2
Placido Polanco,276.0,366.0,284.0,363.5,417.0,341.3,5
Wilfredo Rodriguez,0,0,0,190.0,0,190.0,1
Juan Miranda,217.0,0,74.0,0,0,145.5,2
Brodie Greene,358.0,0,276.5,402.5,0,345.6666666666667,3
Omar Vizquel,102.0,0,68.5,262.0,0,144.16666666666666,3
Javier Baez,0,0,62.0,232.5,0,147.25,2
Max St. Pierre,0,0,68.5,0,0,68.5,1
Casey Kelly,0,0,0,283.0,0,283.0,1
Carter Bell,0,0,61.5,284.5,0,173.0,2
Samuel Crafort,0,0,35.0,0,0,35.0,1
Wyatt Mathisen,0,0,0,182.0,0,182.0,1
Jonathan Meyer,0,0,54.5,334.0,0,194.25,2
Kervin Santiago,0,0,50.0,0,0,50.0,1
Travis Garcia,0,0,69.0,0,0,69.0,1
Steve Tolleson,295.0,0,72.5,321.5,0,229.66666666666666,3
Trever Adams,0,0,57.0,347.5,0,202.25,2
Alejandro De Aza,475.0,576.0,497.0,486.5,549.5,516.8,5
Pedro Castellano,0,0,64.5,0,0,64.5,1
Tony Sanchez,263.5,0,68.5,321.0,0,217.66666666666666,3
Yosbel Gutierrez,0,0,45.5,195.5,0,120.5,2
Jonathan Hee,0,0,63.5,260.5,0,162.0,2
Pedro Baez,0,0,61.5,279.0,0,170.25,2
Kyle Hudson,337.5,0,68.0,0,0,202.75,2
Tony Renda,0,0,49.5,334.5,0,192.0,2
Ramon Cabrera,355.5,0,73.5,372.0,0,267.0,3
Juan Crousset,0,0,80.5,231.5,0,156.0,2
Jeff Francoeur,493.5,396.0,299.5,488.0,386.5,412.7,5
Ben Heath,0,0,65.5,267.5,0,166.5,2
Ali Castillo,0,0,62.5,257.0,0,159.75,2
David Dahl,0,0,61.5,278.5,0,170.0,2
Nico Taylor,0,0,46.0,171.5,0,108.75,2
Jeremy Patton,0,0,58.0,0,0,58.0,1
Ryan Strieby,316.5,0,66.0,0,0,191.25,2
Luis Exposito,284.0,0,70.0,319.5,0,224.5,3
Varonex Cuevas,0,0,45.5,0,0,45.5,1
Joe Sclafani,0,0,51.0,272.5,0,161.75,2
Kevin Cash,0,0,66.0,0,0,66.0,1
Matt Lentz,0,0,0,150.0,0,150.0,1
Kaleb Cowart,0,0,334.0,311.0,0,322.5,2
Ryan Jenkins,0,0,61.5,195.5,0,128.5,2
Ernesto Ciprian,0,0,47.0,0,0,47.0,1
Garrett Wittels,0,0,66.0,282.0,0,174.0,2
Shane Peterson,323.5,0,76.5,370.5,0,256.8333333333333,3
Will Hurt,0,0,0,126.0,0,126.0,1
Francisco Lindor,0,0,327.0,0,0,327.0,1
Jeff Howell,0,0,58.0,192.5,0,125.25,2
Starling Marte,490.0,515.5,489.0,516.0,408.0,483.7,5
Myles Schroder,0,0,47.5,163.5,0,105.5,2
Deiner Lopez,0,0,45.0,223.5,0,134.25,2
Juan Herrera,0,0,47.5,228.0,0,137.75,2
Wilkin Ramirez,320.5,0,74.5,371.5,0,255.5,3
Bill Rhinehart,0,0,69.5,0,0,69.5,1
Kyle Russell,0,0,67.0,357.0,0,212.0,2
Travis Buck,169.0,0,74.0,256.0,0,166.33333333333334,3
Parker Morin,0,0,45.0,303.5,0,174.25,2
Anthony Gose,491.0,224.0,102.5,466.5,97.0,276.2,5
Pedro Mendoza,0,0,51.0,0,0,51.0,1
Ronnie Freeman,0,0,49.5,271.5,0,160.5,2
Bealyn Chourio,0,0,0,139.0,0,139.0,1
Ramon Flores,455.0,0,77.0,389.5,0,307.1666666666667,3
Dashenko Ricardo,0,0,49.0,0,0,49.0,1
Gregor Blanco,286.5,384.5,256.0,433.5,257.5,323.6,5
Lorenzo Cain,362.0,479.5,383.5,400.5,422.5,409.6,5
Junior Boni,0,0,50.5,0,0,50.5,1
Wilfredo Arano,0,0,60.0,0,0,60.0,1
Joaquin Arias,279.5,0,170.0,336.5,135.0,230.25,4
Cesar Nicolas,0,0,65.5,0,0,65.5,1
Wander Franco,0,0,58.5,0,0,58.5,1
Mario Valenzuela,0,0,74.5,0,0,74.5,1
Andrew Toles,0,0,52.0,220.5,0,136.25,2
Bladimir Franco,0,0,36.5,167.0,0,101.75,2
Rian Kiniry,0,0,62.0,0,0,62.0,1
Kendrick Perkins,0,0,41.0,159.0,0,100.0,2
Michael Taylor,399.5,0,50.0,285.5,0,245.0,3
Randal Grichuk,0,0,68.0,347.5,0,207.75,2
Jovanny Rosario,0,0,68.5,0,0,68.5,1
Kenen Bailli,0,0,76.5,216.5,0,146.5,2
Hunter Bailey,0,0,0,234.0,0,234.0,1
Drew Garcia,0,0,60.0,347.0,0,203.5,2
Devin Harris,0,0,62.5,295.5,0,179.0,2
Eric Young,309.5,330.0,206.5,334.0,247.5,285.5,5
Bubby Williams,0,0,50.0,0,0,50.0,1
Wilson Soriano,0,0,60.5,0,0,60.5,1
Drew Vettleson,0,0,56.5,331.0,0,193.75,2
Alwin Delgado,0,0,43.0,240.0,0,141.5,2
Ryan Hanigan,248.5,354.5,216.0,325.5,287.0,286.3,5
Shawn O'Malley,229.5,0,63.0,267.5,0,186.66666666666666,3
Alan Sanchez,0,0,56.0,0,0,56.0,1
Matthew Marquis,0,0,46.5,195.5,0,121.0,2
Chris Snyder,182.0,0,68.5,263.0,0,171.16666666666666,3
Pedro Perez,0,0,0,189.5,0,189.5,1
Trevor Gretzky,0,0,0,166.5,0,166.5,1
John McDonald,158.5,0,93.5,215.5,151.0,154.625,4
Tyler Kolodny,0,0,60.5,0,0,60.5,1
Tim Remes,0,0,0,161.0,0,161.0,1
Mario Mercedes,0,0,73.0,0,0,73.0,1
Cedric Hunter,376.5,0,69.0,369.5,0,271.6666666666667,3
Eric Sim,0,0,71.5,190.5,0,131.0,2
Jose Bautista,530.0,667.5,578.5,569.0,692.0,607.4,5
Daniel Poma,0,0,54.5,330.0,0,192.25,2
Bobby Crosby,0,0,0,285.5,0,285.5,1
Ryan Enos,0,0,61.5,0,0,61.5,1
Bryson Smith,0,0,79.5,277.5,0,178.5,2
Gerardo Reyes,0,0,56.5,0,0,56.5,1
Chan Moon,0,0,48.5,179.5,0,114.0,2
James Ramsey,0,0,331.5,353.5,0,342.5,2
Michael Ferraro,0,0,51.0,0,0,51.0,1
Miles Hamblin,0,0,52.5,0,0,52.5,1
Tim Smalling,0,0,66.0,289.5,0,177.75,2
Kyrell Hudson,0,0,45.5,212.5,0,129.0,2
Jose Molina,153.0,243.5,157.5,210.0,231.5,199.1,5
Juan Ramirez,0,0,38.0,186.5,0,112.25,2
Devin Lohman,0,0,61.0,359.5,0,210.25,2
Jordan Henry,0,0,71.5,329.5,0,200.5,2
Cody Hawn,0,0,60.5,363.0,0,211.75,2
James Wood,0,0,44.0,0,0,44.0,1
Alejandro Mendoza,0,0,42.5,192.5,0,117.5,2
Gabrial Franca,0,0,55.5,205.5,0,130.5,2
Avisail Garcia,409.5,0,108.5,400.5,208.5,281.75,4
Mitch Dening,0,0,75.0,0,0,75.0,1
Buster Posey,577.0,627.5,532.5,499.0,653.5,577.9,5
Raoul Torrez,0,0,60.5,248.0,0,154.25,2
Eduardo Gonzalez,0,0,53.5,0,0,53.5,1
Kelson Brown,0,0,72.5,271.0,0,171.75,2
Kolby Byrd,0,0,44.0,0,0,44.0,1
Iago Januario,0,0,40.5,112.0,0,76.25,2
Joey Rickard,0,0,51.5,239.0,0,145.25,2
Eric Garcia,0,0,0,270.5,0,270.5,1
Michael Choice,332.5,0,73.0,397.0,0,267.5,3
Edgar Renteria,0,0,65.0,276.5,0,170.75,2
Dayton Alexander,0,0,43.5,163.5,0,103.5,2
Keiverson Reyes,0,0,50.0,0,0,50.0,1
Brad Coon,0,0,65.0,0,0,65.0,1
Marc Krauss,341.5,0,74.0,425.5,0,280.3333333333333,3
Carl Thomore,0,0,0,150.0,0,150.0,1
J.R. Higley,0,0,59.0,212.0,0,135.5,2
Kyle Gaedele,0,0,43.5,339.5,0,191.5,2
Chandler Laurent,0,0,52.0,0,0,52.0,1
Josh Donaldson,415.5,431.5,327.0,425.0,191.5,358.1,5
Keon Broxton,354.5,0,97.0,350.5,0,267.3333333333333,3
Adan Munoz,0,0,60.0,0,0,60.0,1
Steven Graeter,0,0,0,205.0,0,205.0,1
Art Charles,0,0,42.0,0,0,42.0,1
Rod Barajas,259.0,0,68.0,294.5,150.5,193.0,4
Adderly Rosa,0,0,49.0,278.0,0,163.5,2
Alen Hanson,0,0,361.0,355.5,0,358.25,2
Cory Spangenberg,353.0,0,58.5,302.5,0,238.0,3
Xorge Carrillo,0,0,0,181.5,0,181.5,1
Willy Garcia,0,0,52.0,253.0,0,152.5,2
Rudy Flores,0,0,0,188.5,0,188.5,1
Miguel Brito,0,0,50.5,169.0,0,109.75,2
Clayton Henning,0,0,0,140.5,0,140.5,1
Bobby Coyle,0,0,78.5,329.0,0,203.75,2
Gabe Cohen,0,0,61.0,0,0,61.0,1
Brandon Wood,227.0,0,62.0,277.0,0,188.66666666666666,3
Joey Terdoslavich,424.0,0,71.5,425.0,0,306.8333333333333,3
Troy Hanzawa,0,0,58.5,277.5,0,168.0,2
Aaron Bates,225.5,0,67.0,0,0,146.25,2
Selme Angulo,0,0,0,133.5,0,133.5,1
